base_model	task	module	gamma_fro	gamma_energy	gamma_fit	shape_residual_fraction	suppressed_original_energy_share	relative_distance_to_equal_spectrum	peak_gain_ratio	nuclear_relative_error	participation_rank_sigma_probabilities	hns_majorized_by_lora_tolerance_1e_6	cached_energy_consistency_relative_error
Qwen3-8B	tulu	layers.19.mlp.down_proj	0.7520334896356397	0.5796862632170039	0.44695668395313093	0.40550958833236095	0.8869816207210625	0.01793439682982756	0.272379230016151	4.994490998555534e-08	9.045960314184176	True	3.6284189380674255e-08
Qwen3-8B	tulu	layers.19.mlp.gate_proj	0.785063510927207	0.4275761799979897	0.3582052032533534	0.2981621688405649	0.9721531447703928	0.015253566808051152	0.2849548414937637	1.0506624170680823e-07	9.858898970183983	True	3.252552549452785e-08
Qwen3-8B	tulu	layers.19.mlp.up_proj	0.8781910416121326	0.6547678997641224	0.5856482891425566	0.19998340056506403	0.8753208438283034	0.013226135537527259	0.39212242742480574	4.359471794668224e-08	12.33735460576247	True	3.2789015052506135e-08
Qwen3-8B	tulu	layers.19.self_attn.k_proj	0.7056836096785731	0.549988644317863	0.4261775311249025	0.39955441892772225	0.9421742555349323	0.01529238753640568	0.2356664752948038	3.8005301794541424e-08	7.965966983320035	True	2.8148917473721453e-08
Qwen3-8B	tulu	layers.19.self_attn.o_proj	0.8595489173930436	0.6601575343140759	0.5780185463974761	0.2333654662307716	0.8851764513763547	0.011733374837743466	0.3727275955609312	1.515579062250083e-07	11.819558431768096	True	2.965394870542274e-08
Qwen3-8B	tulu	layers.19.self_attn.q_proj	0.7730432262087873	0.5572129660668519	0.4659038753101882	0.300882427557288	0.94981837077865	0.015583471555374989	0.29238071403908944	2.2919427911105572e-08	9.55921086862675	True	4.158212515516114e-08
Qwen3-8B	tulu	layers.19.self_attn.v_proj	0.653706467486079	0.45917196394563836	0.3192796815573615	0.516505167242383	0.9586118242813968	0.015805465538562557	0.19730176672190378	4.814123610863419e-07	6.835599700410938	True	3.7896273520834274e-08
Qwen3-8B	tulu	layers.2.mlp.down_proj	0.752805341849217	0.5753381044896443	0.4616872116360183	0.35605405336016804	0.9327327813000093	0.012145356914746509	0.294826560646433	4.3310540864816005e-07	9.066108732915874	True	3.40487463836409e-08
Qwen3-8B	tulu	layers.2.mlp.gate_proj	0.43817117192010185	0.16879014742360118	0.12420509713905507	0.45851721663215705	0.9950590390604667	0.022606815798577207	0.11986927823093857	9.382620544950981e-07	3.070339423985876	True	2.871345057785022e-08
Qwen3-8B	tulu	layers.2.mlp.up_proj	0.6045657300233662	0.42845583809492377	0.3381122519830603	0.377255806341916	0.9913820447400541	0.017055097396976103	0.19149708538928004	2.1529859972613252e-07	5.846297024513477	True	5.021669370611454e-09
Qwen3-8B	tulu	layers.2.self_attn.k_proj	0.7955865503612217	0.5529057276270576	0.4960532051894603	0.19507699014886581	0.9664186872698134	0.014932516428888747	0.36151295535417816	4.011174814522178e-07	10.125061031244568	True	4.6492890911101894e-08
Qwen3-8B	tulu	layers.2.self_attn.o_proj	0.6500237197553101	0.3525810115865805	0.2822989473234386	0.35893704891034217	0.9764948979323442	0.016953418214368743	0.22172190553199186	6.863542074686535e-07	6.758541012286052	True	1.9386613661711313e-08
Qwen3-8B	tulu	layers.2.self_attn.q_proj	0.7380800768794702	0.4581505482292548	0.3916552732696768	0.2692117845281816	0.9746049345565772	0.013988721361754518	0.3096561060665543	2.2143420719267226e-07	8.714493434779078	True	3.8340049949769676e-08
Qwen3-8B	tulu	layers.2.self_attn.v_proj	0.5612432477715116	0.44936732061784496	0.2939007845967826	0.5722416272850432	0.964027196189944	0.00983695263702883	0.15766909409489824	4.011178234009094e-08	5.039415636930092	True	2.3384684755399387e-08
Qwen3-8B	tulu	layers.20.mlp.down_proj	0.7546048627619626	0.5911432677583965	0.4614695543430108	0.39060258015602434	0.9102974337455075	0.010981685999863579	0.2733683590215485	5.429787007793507e-07	9.109767129487466	True	4.2024132604855814e-08
Qwen3-8B	tulu	layers.20.mlp.gate_proj	0.7708620875195648	0.41282651302522	0.351643230928114	0.27444663454494367	0.9754781547471285	0.012898396616281829	0.2739786176460725	3.470563965102258e-07	9.506078550514635	True	2.6782192657654343e-08
Qwen3-8B	tulu	layers.20.mlp.up_proj	0.8820322366972653	0.6223248714274867	0.5636134519900804	0.179783722136182	0.9176916291501694	0.010604136440650128	0.43272143509533845	1.6005021508114226e-07	12.446290166442148	True	3.632816243191308e-08
Qwen3-8B	tulu	layers.20.self_attn.k_proj	0.7889395947728732	0.5548404113980132	0.47085114833533787	0.2798365141844348	0.9147048232332673	0.016734741142296214	0.3273718567321424	1.2824721040693987e-07	9.956019412990104	True	3.046232286483261e-08
Qwen3-8B	tulu	layers.20.self_attn.o_proj	0.8310537547208108	0.6154642580010133	0.5063179257040935	0.3232302591633186	0.8974685486565451	0.014772549364697634	0.3119087143565228	4.535031106200904e-08	11.047992979446523	True	5.5331302769211906e-08
Qwen3-8B	tulu	layers.20.self_attn.q_proj	0.7928897347078877	0.6812257979318252	0.5720845612821008	0.29475781407326285	0.9323028500111423	0.012524138911044187	0.29376780823302223	6.716702105613592e-08	10.057206990063793	True	2.5822780531284315e-08
Qwen3-8B	tulu	layers.20.self_attn.v_proj	0.7104724923271444	0.5633725585209678	0.4296428826992931	0.41840071266615064	0.9442928765337165	0.009462232643565594	0.23793573146568106	7.015592975445628e-07	8.075604160961266	True	3.506139278545927e-08
Qwen3-8B	tulu	layers.21.mlp.down_proj	0.7701029066415164	0.6312809435551733	0.5038812490479421	0.36289496766826546	0.9166871161111957	0.01088943566886018	0.29630603723715726	4.406541997958868e-08	9.487809756719482	True	3.9888187885525456e-08
Qwen3-8B	tulu	layers.21.mlp.gate_proj	0.8303923741906272	0.49420941122746137	0.4324245261839281	0.23440583706293683	0.9718594383996816	0.012296172613773618	0.33428272057554465	4.897707588380484e-07	11.03114499904444	True	2.6931654352266072e-08
Qwen3-8B	tulu	layers.21.mlp.up_proj	0.8579038126035033	0.6089784231498283	0.5256460933534163	0.25495402738709516	0.9200288097185992	0.013961555806537572	0.3443060478761279	5.163758420856368e-07	11.773675633579666	True	5.1767375794318884e-08
Qwen3-8B	tulu	layers.21.self_attn.k_proj	0.7748708384048427	0.6701481223682394	0.5724899855570897	0.2702162682630831	0.9227987423348771	0.01459008700466895	0.3193632243801133	4.776465969413835e-07	9.604742878989	True	2.5474992711554788e-08
Qwen3-8B	tulu	layers.21.self_attn.o_proj	0.8616522228894857	0.6660901264855776	0.5899333651445497	0.2155957705346705	0.8683875028545425	0.012091833569192792	0.3956260224505528	4.195610376900305e-07	11.877385943877	True	5.00036802286695e-08
Qwen3-8B	tulu	layers.21.self_attn.q_proj	0.8021417877640175	0.5913039882413972	0.4943353017447069	0.30108938783677486	0.9079952825410943	0.01031181133527024	0.3274054993748452	1.8498180964776623e-07	10.293804661900733	True	4.390250468140089e-08
Qwen3-8B	tulu	layers.21.self_attn.v_proj	0.6934431958693222	0.5081519107497573	0.38941144148066814	0.4127401778366435	0.9707528668428447	0.017043182558114787	0.2442530934550841	2.0705176018154248e-08	7.691580312721552	True	2.4876814907795996e-08
Qwen3-8B	tulu	layers.22.mlp.down_proj	0.7589080352774958	0.6106776776602737	0.4747548182430346	0.39561361644997606	0.9291070683023565	0.01793281799689834	0.2818795039146453	1.2441162033915987e-07	9.212096769224713	True	3.543079290292917e-08
Qwen3-8B	tulu	layers.22.mlp.gate_proj	0.7973056333685735	0.45469267514922795	0.38112267468155814	0.2974234353070092	0.9531432718582994	0.01680157595240216	0.30123988412977937	1.6862146967611125e-07	10.16826569757913	True	1.8921596947775955e-08
Qwen3-8B	tulu	layers.22.mlp.up_proj	0.8951939878495773	0.6575585226403354	0.5942104670305335	0.1833954917918298	0.8916675294942121	0.015033816419327705	0.433144785384373	1.7694729126382924e-07	12.819053914882963	True	3.604027259547273e-08
Qwen3-8B	tulu	layers.22.self_attn.k_proj	0.7510666074860515	0.5599887901290858	0.46660007514918056	0.305725935295474	0.9575299693451753	0.015876494934946705	0.2727311285440898	8.727423794763212e-08	9.023343332232397	True	2.796223912956435e-08
Qwen3-8B	tulu	layers.22.self_attn.o_proj	0.8436190048345915	0.5320749864429625	0.45903926706808196	0.25568976728107107	0.9417260396468113	0.012055856530281722	0.3386561813299422	3.4342271804099767e-07	11.385425543765328	True	6.563418789506207e-08
Qwen3-8B	tulu	layers.22.self_attn.q_proj	0.7891335985679255	0.6306513945367507	0.5260299683949514	0.30426756087292783	0.8825367702102497	0.013157276322498388	0.31294028047802697	8.384957950191563e-08	9.961982854812849	True	7.062822888033707e-08
Qwen3-8B	tulu	layers.22.self_attn.v_proj	0.6926532025888996	0.5164077564458818	0.386283643165792	0.4404651722866021	0.9435278374388129	0.013921759707022125	0.22317076331569258	5.989354305846462e-07	7.674816754141479	True	2.2193796766334627e-08
Qwen3-8B	tulu	layers.23.mlp.down_proj	0.7400504574860014	0.5960700006168248	0.44914116160591466	0.4322316414314028	0.909641552979376	0.011699281076003631	0.2819463768019043	8.57134785370306e-09	8.761595632621308	True	3.13231619588223e-08
Qwen3-8B	tulu	layers.23.mlp.gate_proj	0.8351387413257721	0.5194180672821375	0.46570894853413075	0.19611289553356848	0.9691686571779191	0.011964133132738015	0.37313569389045964	2.0492939434291202e-07	11.1577055544803	True	5.192473690780724e-08
Qwen3-8B	tulu	layers.23.mlp.up_proj	0.8933095904607202	0.6931978455912652	0.6227570954618216	0.1929081528938863	0.8952314334361737	0.01274202811930047	0.40397237267652325	5.673254954707829e-08	12.76596083048305	True	2.7657104569822202e-08
Qwen3-8B	tulu	layers.23.self_attn.k_proj	0.8426753193255214	0.6432580930733941	0.5822236339476679	0.180763783310548	0.94714056118302	0.015754107908422788	0.38772421227633747	9.273123513509063e-08	11.358805130174838	True	3.0970952650453896e-08
Qwen3-8B	tulu	layers.23.self_attn.o_proj	0.8991592195788125	0.7627640672239516	0.6888490222141744	0.184417983805106	0.8096642398961653	0.01079036341061616	0.41534841689576785	1.0513174086845822e-07	12.934287974895053	True	2.7207376312154862e-08
Qwen3-8B	tulu	layers.23.self_attn.q_proj	0.8328303248745137	0.5642540464102289	0.4935291070759853	0.23497402989555094	0.931539862132027	0.015493999935798097	0.34547278939694365	1.0494116731152303e-07	11.095035112822957	True	2.365902005662679e-08
Qwen3-8B	tulu	layers.23.self_attn.v_proj	0.7368720538594564	0.6051825244775416	0.47524372536625614	0.38331976974630577	0.9049320666666724	0.013716673976977017	0.2526256692651633	2.515630713739725e-07	8.686056586862199	True	3.0836611653587065e-08
Qwen3-8B	tulu	layers.24.mlp.down_proj	0.7464828915413825	0.5940129841615253	0.4436227660468608	0.44225488572570304	0.9078258950548307	0.013882330559159902	0.2515572171629475	3.3748092209684444e-07	8.914063058646956	True	1.8871872974643795e-08
Qwen3-8B	tulu	layers.24.mlp.gate_proj	0.8131850874581017	0.4705389521090906	0.40278907395619357	0.26723587158523154	0.9548125751435196	0.015311657475948938	0.3164664716066497	4.1466631905962004e-08	10.577838383478635	True	3.4544652239727825e-08
Qwen3-8B	tulu	layers.24.mlp.up_proj	0.8789139091796343	0.6346336388466111	0.5631107304086722	0.2126978636838276	0.9059703314445325	0.013003907081145773	0.3823754309743471	1.7497566195956438e-07	12.357740163591487	True	2.4718480975367383e-08
Qwen3-8B	tulu	layers.24.self_attn.k_proj	0.8319345796174856	0.6145699573019923	0.542124690634352	0.22186361692378087	0.9510301179512642	0.014569964022378519	0.3854475199513805	2.549529443118814e-07	11.071485872897552	True	2.5890018723438933e-08
Qwen3-8B	tulu	layers.24.self_attn.o_proj	0.8747205872618639	0.6627586703875171	0.5857567786569936	0.2188691137722889	0.8832745034133126	0.007857734374034697	0.4146949314596585	5.908174194324545e-07	12.241407346707353	True	3.878532984647965e-08
Qwen3-8B	tulu	layers.24.self_attn.q_proj	0.8394394879720285	0.6608501510333363	0.5739984256540265	0.24557614000810557	0.8987232766545298	0.012555505529242497	0.38605022002305306	2.3110242708401785e-07	11.27276634744374	True	2.3733516884548176e-08
Qwen3-8B	tulu	layers.24.self_attn.v_proj	0.7162686998409882	0.591217882748496	0.4617456195286479	0.3900272348298631	0.9177316206991869	0.014692009130277753	0.25209175023915775	1.9658608918504683e-07	8.206878499223793	True	3.423667839356648e-08
Qwen3-8B	tulu	layers.25.mlp.down_proj	0.7650657752354508	0.5845689627564727	0.45839173824732804	0.3851034491119706	0.9237990348492549	0.008849265763928702	0.29995124219282887	3.584176279103346e-07	9.364483574802172	True	2.608560479669543e-08
Qwen3-8B	tulu	layers.25.mlp.gate_proj	0.7893411005971572	0.4392291983937461	0.3714267961845577	0.28490447714417055	0.9613201031669737	0.012741383422534565	0.2942179959844697	3.836884159280629e-07	9.96732393301127	True	3.5457896903804946e-08
Qwen3-8B	tulu	layers.25.mlp.up_proj	0.859244812791331	0.5303992349799779	0.4568234131036981	0.258192994301235	0.9422900574063192	0.00956237636572585	0.3445407036662591	8.48669554631698e-08	11.811748224271067	True	4.2997211367387904e-08
Qwen3-8B	tulu	layers.25.self_attn.k_proj	0.8076370771830602	0.7410283283213531	0.6323326632703891	0.2718487312599762	0.869371950326697	0.013234300878875553	0.3168153204677368	5.054963803097223e-08	10.434615521336912	True	4.051548439230166e-08
Qwen3-8B	tulu	layers.25.self_attn.o_proj	0.8946010965847149	0.7054885426904559	0.6348230795208331	0.19029749136133167	0.8927004497584619	0.011880337001405552	0.4529581834487047	3.4681763794175424e-08	12.803171514829145	True	5.144764053344597e-08
Qwen3-8B	tulu	layers.25.self_attn.q_proj	0.8351726943751802	0.6335249334640803	0.5439556761908011	0.26277576742117714	0.925808326895882	0.010836840297404152	0.3337148441250102	9.099072095786198e-08	11.158902216810183	True	4.2216333238003575e-08
Qwen3-8B	tulu	layers.25.self_attn.v_proj	0.7045365653567449	0.5467013536330103	0.4238259674235939	0.3989995106637382	0.9392981771795672	0.013285107030667242	0.24239111008181743	2.1624836032962946e-08	7.940546987442151	True	4.145675540540916e-08
Qwen3-8B	tulu	layers.26.mlp.down_proj	0.7389345990437242	0.5781172612876292	0.4313809504017829	0.44321176167153076	0.8978949520408435	0.012783329225751195	0.2650469702693527	3.7610621261841004e-07	8.734968393139729	True	1.7670969811292154e-08
Qwen3-8B	tulu	layers.26.mlp.gate_proj	0.7798198545199154	0.4117389143423561	0.3498468508372322	0.27804170973438824	0.9723874513471694	0.01458779755414494	0.27892434452462517	4.1509587700439e-07	9.727825451164987	True	4.755632147795647e-08
Qwen3-8B	tulu	layers.26.mlp.up_proj	0.9016964149485852	0.6757773470052859	0.618794048027461	0.1615348884443627	0.8865324214204012	0.014788090347115982	0.45401135804784015	4.439218004304024e-07	13.00604636241984	True	3.35916961525108e-08
Qwen3-8B	tulu	layers.26.self_attn.k_proj	0.8079603286583292	0.6612474518426462	0.5827354963600485	0.2233686393915142	0.916076467044957	0.013904735368448877	0.3490742610801027	5.886249332398563e-08	10.442780097649337	True	2.9490733317559776e-08
Qwen3-8B	tulu	layers.26.self_attn.o_proj	0.8987863509949592	0.7051735446414724	0.6342934759500106	0.19092558640045132	0.8670385378390248	0.011521000370209393	0.41733241612892347	9.668954636943283e-09	12.923355136478335	True	2.1808302194013068e-08
Qwen3-8B	tulu	layers.26.self_attn.q_proj	0.8035392645964797	0.5440543305204791	0.4653191965169774	0.2684948365770591	0.9454703030505603	0.01632613300902665	0.31405065581285235	5.012675905469166e-07	10.328062350235063	True	6.574724254991265e-08
Qwen3-8B	tulu	layers.26.self_attn.v_proj	0.7377277248674936	0.5907845373882236	0.47698878076508266	0.34813436238237994	0.9240675890336726	0.017082572874685762	0.2569237438301135	3.27872315963873e-08	8.7053334833103	True	4.1435726673607795e-08
Qwen3-8B	tulu	layers.27.mlp.down_proj	0.7436852700557587	0.60027459981668	0.4413213249958761	0.4594823336782001	0.9042531159330611	0.012472750417355596	0.2514362287256245	3.244510837774328e-07	8.84770210539594	True	3.985731967671651e-08
Qwen3-8B	tulu	layers.27.mlp.gate_proj	0.8047213223519322	0.44305576566240196	0.37966433758208473	0.26568428068297634	0.9709712961009991	0.013488720193979275	0.30850064835758	6.51494152403842e-07	10.35932382972286	True	6.812274049617204e-08
Qwen3-8B	tulu	layers.27.mlp.up_proj	0.8883466006414747	0.6273457669765584	0.561770276358365	0.19813073163736084	0.900853556984024	0.013260092832160238	0.40999794204696677	0.0	12.624334798005785	True	1.96339918763654e-08
Qwen3-8B	tulu	layers.27.self_attn.k_proj	0.7339101968780692	0.5563907971086646	0.446793188704876	0.35515815562668207	0.9124109269759433	0.012493671624628576	0.2492344880222224	1.1784470399511804e-07	8.616639605113445	True	1.9724244523335042e-08
Qwen3-8B	tulu	layers.27.self_attn.o_proj	0.8705308371178635	0.7109122704305857	0.6281821303939555	0.21920120288336875	0.8963908845264543	0.013587530453833749	0.3685996080198184	2.0020412816457167e-07	12.122939596627258	True	3.465138893182115e-08
Qwen3-8B	tulu	layers.27.self_attn.q_proj	0.8279805435592925	0.5772459554388828	0.4999094468881006	0.2500006443776617	0.9511895410441666	0.007242587471567019	0.3695850126977086	2.3709679863870292e-07	10.968247916428135	True	3.29153680268493e-08
Qwen3-8B	tulu	layers.27.self_attn.v_proj	0.6226425469040685	0.4793410287731136	0.3287287798791188	0.5296877959517727	0.9378322992925975	0.013767978967011013	0.1832479003087067	1.0403171346595741e-07	6.201762756893241	True	2.6640791334521957e-08
Qwen3-8B	tulu	layers.28.mlp.down_proj	0.7756297689256447	0.6579108436768799	0.5192045643374602	0.3772081589428543	0.8791684535778167	0.013371104321934465	0.27838220559937715	9.848864601647023e-08	9.623905579720114	True	3.8546903942895166e-08
Qwen3-8B	tulu	layers.28.mlp.gate_proj	0.8444617515796932	0.5328142137421209	0.46692998338562947	0.23201644343965555	0.953026822147375	0.010826859738773563	0.342281534575551	1.1967518864786086e-08	11.40851319832088	True	3.152547439422788e-08
Qwen3-8B	tulu	layers.28.mlp.up_proj	0.8395598930813808	0.5978656391723194	0.5016350266971217	0.29600671164485914	0.9116705843445204	0.01014108637446438	0.32160392092858464	2.345047624974228e-07	11.276618489381109	True	3.502185038220957e-08
Qwen3-8B	tulu	layers.28.self_attn.k_proj	0.7881779304889541	0.5333809065970303	0.4655967968007325	0.23801742999184117	0.9495318555832901	0.0150447335868981	0.3325689525872844	1.2664181747723546e-07	9.937338917874673	True	5.3603499319770896e-08
Qwen3-8B	tulu	layers.28.self_attn.o_proj	0.8601636458274526	0.6442634348809746	0.5673607096511282	0.22448259909418733	0.9000657977968964	0.01391565661180931	0.3959460352006569	5.182743800791201e-08	11.835812792942352	True	2.2367573979341795e-08
Qwen3-8B	tulu	layers.28.self_attn.q_proj	0.7460961939130042	0.5985629188649153	0.464742260528651	0.3971563164744857	0.9252525285292286	0.01378595162923388	0.2507471148387454	3.291194594634561e-07	8.904853915389783	True	3.521455962022855e-08
Qwen3-8B	tulu	layers.28.self_attn.v_proj	0.6784515345477812	0.5688511279421127	0.4370261776112051	0.40977492457416764	0.9387623353490381	0.017368997854642545	0.21989648353724348	5.18345810940346e-07	7.362514311762378	True	2.675482703519749e-08
Qwen3-8B	tulu	layers.29.mlp.down_proj	0.7333651479064099	0.5832270726818638	0.433347894571228	0.44792506324684545	0.9192053265822595	0.015884972953891737	0.25888703817401226	7.681988223318115e-08	8.603020996173235	True	4.4986203541771364e-08
Qwen3-8B	tulu	layers.29.mlp.gate_proj	0.8016478772848835	0.47008311915446566	0.38459461906109904	0.3306441001916387	0.9436146471924345	0.014027654718713563	0.28452219212024693	4.469418670716152e-07	10.280196630554295	True	2.8125937136340325e-08
Qwen3-8B	tulu	layers.29.mlp.up_proj	0.8963675835085518	0.7005898050121078	0.6416494067423133	0.16118156259805405	0.8755583711290519	0.013025607270971096	0.41723246230169125	1.2783281633232946e-07	12.8534130665371	True	3.3902498793089106e-08
Qwen3-8B	tulu	layers.29.self_attn.k_proj	0.7833727575132698	0.5172614421728522	0.4424697257504475	0.26827665733830575	0.9607415394984014	0.012922037143237473	0.3272269896842432	2.4935277209703344e-07	9.817131403115178	True	4.1483724723321344e-08
Qwen3-8B	tulu	layers.29.self_attn.o_proj	0.809687496799416	0.42991883175679635	0.3569147761216645	0.3107827827645818	0.9661225655208122	0.012171219361017428	0.29266373779430305	1.1393629262279603e-07	10.48794518979575	True	2.090714827887517e-08
Qwen3-8B	tulu	layers.29.self_attn.q_proj	0.8224009798017933	0.5664509235696573	0.4844285001746736	0.26863395541519997	0.9368946999168619	0.01333985230306423	0.34141872364462295	6.483932324385933e-08	10.819566839390886	True	4.385852333374614e-08
Qwen3-8B	tulu	layers.29.self_attn.v_proj	0.687569740939803	0.579262901460937	0.45519495108445557	0.38249078610896436	0.9430455904238062	0.01571586140410784	0.23037455251106842	5.733639394378542e-07	7.562157478767336	True	4.4602024866250364e-08
Qwen3-8B	tulu	layers.3.mlp.down_proj	0.7567157473661782	0.5779464517093816	0.4496705132850096	0.3946401454085451	0.9198753579059	0.014204978110680664	0.27389300768233127	7.047020766925982e-08	9.160049565022122	True	3.090777110008814e-08
Qwen3-8B	tulu	layers.3.mlp.gate_proj	0.45278840989323654	0.15737184084964756	0.12726376100307848	0.3460335667474156	0.9954549410045553	0.01512710025916382	0.119903778188471	4.1333373590468625e-07	3.279524171908134	True	3.775193879440669e-08
Qwen3-8B	tulu	layers.3.mlp.up_proj	0.5726052137589916	0.3732178865541574	0.31034905053670164	0.3085258587007206	0.9898006915771829	0.01401244425701973	0.16335124292341546	1.1828868862195918e-07	5.2449988838697585	True	2.172451956158066e-08
Qwen3-8B	tulu	layers.3.self_attn.k_proj	0.7724903685840424	0.528950726336414	0.4285402153300062	0.3436239419755377	0.9297681022565761	0.016482357915303142	0.2923456466787669	1.2959609518858883e-07	9.545270537221905	True	4.141318459402977e-08
Qwen3-8B	tulu	layers.3.self_attn.o_proj	0.6642156378559425	0.4081995859107787	0.2985190674657152	0.46519059885118563	0.9838915690263039	0.01573108042164027	0.20734902497971888	8.888314306787493e-08	7.057173023039759	True	3.944805792962257e-08
Qwen3-8B	tulu	layers.3.self_attn.q_proj	0.7790472657617907	0.5831232095230193	0.4879627290910665	0.2997507570639104	0.9166998734806882	0.013892317023547757	0.28362326150847317	3.910738733958752e-07	9.708767752185066	True	2.7755659282703567e-08
Qwen3-8B	tulu	layers.3.self_attn.v_proj	0.6450583855081435	0.3962921241043495	0.28380339908579194	0.4871335348035827	0.9739881324824095	0.015417688749085461	0.20172973636557087	3.173719140825426e-07	6.656018359693672	True	2.719560415034389e-08
Qwen3-8B	tulu	layers.30.mlp.down_proj	0.6953642359003872	0.6326225891995679	0.4535377392071872	0.48603035411920836	0.8823023626170233	0.015102915825278933	0.23578433622376122	8.867940892720583e-08	7.734736675972052	True	4.795479570177587e-08
Qwen3-8B	tulu	layers.30.mlp.gate_proj	0.8047113018924896	0.4510223345977343	0.36743781949784476	0.33630031268113647	0.9693189162545228	0.011477657398141832	0.2824787868301886	2.5183891316782336e-07	10.35960476976613	True	3.813094081349188e-08
Qwen3-8B	tulu	layers.30.mlp.up_proj	0.8670525487369182	0.5687840918589581	0.49037968571199986	0.2566898564494028	0.9273041326944708	0.011783574361039375	0.34648711614338684	4.1874927214635704e-07	12.026801697616888	True	2.6892175703589578e-08
Qwen3-8B	tulu	layers.30.self_attn.k_proj	0.7281669250920032	0.5533304951028873	0.44018914646800766	0.36713737399493795	0.9372442225073255	0.015311976169140847	0.2691068639875243	2.919007857649092e-07	8.481639137271651	True	2.509129157139227e-08
Qwen3-8B	tulu	layers.30.self_attn.o_proj	0.8237558484632823	0.6105778874495933	0.5078096638184083	0.3082968093864803	0.8811185734720803	0.015173623918741028	0.31560287288484834	9.919480925546509e-08	10.854677267999307	True	3.304768390875825e-08
Qwen3-8B	tulu	layers.30.self_attn.q_proj	0.7465673511917886	0.4577820367539118	0.35554476349445274	0.39678646294158626	0.9517989918546225	0.013362621435687637	0.25508400977188983	7.199757900977488e-09	8.916212469312622	True	3.6151996019765994e-08
Qwen3-8B	tulu	layers.30.self_attn.v_proj	0.6559618421845111	0.48801424153610784	0.3690287579759113	0.42818514839787736	0.9631211923659994	0.014052142513769999	0.21373948507900997	4.839140732570968e-08	6.8832149014224004	True	2.2967496314824593e-08
Qwen3-8B	tulu	layers.31.mlp.down_proj	0.7026563063820451	0.6456146005377094	0.47649808892669454	0.4552770920721152	0.902156293645287	0.016807672689944896	0.23231451471899098	1.8392780731790737e-07	7.897385439368184	True	3.093413428378355e-08
Qwen3-8B	tulu	layers.31.mlp.gate_proj	0.824001248761354	0.47821068654971033	0.413493769969754	0.25234819363786454	0.9643316644517889	0.011416377797851863	0.32479224089164327	3.1332896666125265e-07	10.862239834907118	True	3.584505178819036e-08
Qwen3-8B	tulu	layers.31.mlp.up_proj	0.8247800206888959	0.5388390158766535	0.4456555831683162	0.3159613599272567	0.9376893793759196	0.015915547395725187	0.3028601959334506	9.723233462821668e-07	10.8814151431553	True	3.990848377822103e-08
Qwen3-8B	tulu	layers.31.self_attn.k_proj	0.7407874701545795	0.5072488385593646	0.40494640511032903	0.3626867126696772	0.9371629124239904	0.016037554761510173	0.2711540215990603	2.511948147265741e-07	8.77800331506036	True	3.443223595137867e-08
Qwen3-8B	tulu	layers.31.self_attn.o_proj	0.8395893688003364	0.5790892477733284	0.5029406865769508	0.24570272610857702	0.9316949173577704	0.014248551258830736	0.3413011619236179	4.6893721017404744e-08	11.27627620088087	True	2.8425627301983193e-08
Qwen3-8B	tulu	layers.31.self_attn.q_proj	0.8062103180601027	0.5866122444961612	0.48239806840892363	0.3237475172240929	0.9503791356343817	0.013930148527775446	0.3006469157062267	2.645247090260483e-07	10.397577697697447	True	4.2920816253494765e-08
Qwen3-8B	tulu	layers.31.self_attn.v_proj	0.7251729900333574	0.5508595599882753	0.47027777021895045	0.2711685260849169	0.9538105533550352	0.013406222253760397	0.2604980086291026	5.81664356236189e-07	8.41251141035304	True	1.9238609081036693e-08
Qwen3-8B	tulu	layers.32.mlp.down_proj	0.7708274842702157	0.6858901499265146	0.5473118278761475	0.3632623423903616	0.8671408484268266	0.015287026302525843	0.3133601572675333	4.84717161741699e-07	9.5045877078749	True	4.7113895844772425e-08
Qwen3-8B	tulu	layers.32.mlp.gate_proj	0.7914225595068523	0.4265048593615849	0.355242145506071	0.3062531864105491	0.9683125697760222	0.009144769943072704	0.2789212231177975	3.838843727343999e-07	10.020748915454993	True	2.4188612139698157e-08
Qwen3-8B	tulu	layers.32.mlp.up_proj	0.8721271024048531	0.5710173657233486	0.5111951605942888	0.19855294901236076	0.936092762355714	0.014433315226820254	0.3967614993184882	2.0445981219197051e-07	12.167150751423765	True	3.3553597672961785e-08
Qwen3-8B	tulu	layers.32.self_attn.k_proj	0.7711727639716095	0.5268411838180825	0.4322717636950683	0.32678419675398807	0.959646387755654	0.01596622607544627	0.2811234789580797	3.153820897772164e-07	9.512899261995214	True	3.0343228381636606e-08
Qwen3-8B	tulu	layers.32.self_attn.o_proj	0.8276621361557676	0.5288553259578341	0.47193666970891357	0.2036688902685151	0.9449357902190925	0.013790581729459357	0.3560127295232328	1.315468453055857e-07	10.95831221980416	True	2.4227133216598297e-08
Qwen3-8B	tulu	layers.32.self_attn.q_proj	0.746180115120626	0.4373605280237793	0.3401123066297612	0.39526441761510256	0.9636933564999574	0.015601699755221255	0.2484237771513867	2.1426414464897903e-07	8.90638395187402	True	2.409678717254517e-08
Qwen3-8B	tulu	layers.32.self_attn.v_proj	0.650443046972593	0.48482121947981344	0.40228609651108194	0.3114954622032078	0.9771725468561003	0.016316546005584767	0.21400448434142422	5.467481976051403e-07	6.767408950704371	True	2.1167510759512607e-08
