checkpoint	cohort	label	feature	previous	recollected	difference
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s0	functional_attn_mlp_gap	0.68956	0.68942	-0.00013999999999991797
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s0	functional_energy_ratio	0.41384	0.41383	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s0	gamma_functional	0.30508	0.30507	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s0	eta_functional	0.45653	0.45653	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s1	functional_participation	10.02516	10.02504	-0.00011999999999900979
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s1	functional_erank	12.47275	12.47275	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s1	functional_top1	0.19532	0.19532	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s1	functional_erank_iqr	2.70957	2.7095	-7.00000000000145e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s1	functional_attn_mlp_gap	0.74391	0.74378	-0.00012999999999996348
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s1	functional_energy_ratio	0.42299	0.42299	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s1	gamma_functional	0.32751	0.3275	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s1	eta_functional	0.40052	0.40052	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s2	functional_participation	9.90346	9.90336	-0.0001000000000015433
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s2	functional_erank	12.45002	12.45003	9.999999999621423e-06
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s2	functional_top1	0.19974	0.19974	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s2	functional_erank_iqr	2.65374	2.65406	0.00031999999999987594
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s2	functional_attn_mlp_gap	0.735	0.73489	-0.00010999999999994348
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s2	functional_energy_ratio	0.42478	0.42477	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s2	gamma_functional	0.33021	0.33021	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f4_s2	eta_functional	0.39569	0.39569	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s0	functional_participation	10.06138	10.06136	-1.9999999999242846e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s0	functional_erank	12.46951	12.46958	7.000000000090267e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s0	functional_top1	0.18972	0.18973	1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s0	functional_erank_iqr	2.33126	2.33111	-0.0001500000000000945
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s0	functional_attn_mlp_gap	0.47671	0.4757	-0.0010100000000000109
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s0	functional_energy_ratio	0.41534	0.41533	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s0	gamma_functional	0.30504	0.30504	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s0	eta_functional	0.4606	0.46059	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s1	functional_participation	9.96955	9.9695	-4.999999999988347e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s1	functional_erank	12.47263	12.47279	0.00015999999999927184
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s1	functional_top1	0.19778	0.19778	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s1	functional_erank_iqr	2.71372	2.71374	2.0000000000131024e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s1	functional_attn_mlp_gap	0.75295	0.75295	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s1	functional_energy_ratio	0.4232	0.42319	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s1	gamma_functional	0.32796	0.32795	-9.99999999995449e-06
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s1	eta_functional	0.39946	0.39945	-9.99999999995449e-06
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s2	functional_participation	9.9046	9.90449	-0.00011000000000116472
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s2	functional_erank	12.45032	12.45033	9.999999999621423e-06
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s2	functional_top1	0.19972	0.19972	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s2	functional_erank_iqr	2.65392	2.65424	0.00032000000000032003
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s2	functional_attn_mlp_gap	0.73499	0.73488	-0.0001100000000000545
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s2	functional_energy_ratio	0.42478	0.42477	-1.0000000000010001e-05
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s2	gamma_functional	0.3302	0.3302	0.0
Qwen3-8B/tulu/seed42	hns_grid_target	tulu__hns_f8_s2	eta_functional	0.39571	0.3957	-1.0000000000010001e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_participation	1.25469	1.25468	-1.0000000000065512e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_erank	1.69406	1.69405	-9.999999999843467e-06
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_top1	0.89177	0.89177	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_erank_iqr	1.31641	1.31636	-5.0000000000105516e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_attn_mlp_gap	0.87294	0.87291	-3.0000000000085514e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__original_lora	functional_energy_ratio	1.0	1.0	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__original_lora	gamma_functional	1.0	1.0	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__original_lora	eta_functional	0.0	0.0	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_participation	1.25469	1.25468	-1.0000000000065512e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_erank	1.69406	1.69405	-9.999999999843467e-06
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_top1	0.89177	0.89177	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_erank_iqr	1.31641	1.31636	-5.0000000000105516e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_attn_mlp_gap	0.87294	0.87291	-3.0000000000085514e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	functional_energy_ratio	1.0	1.0	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	gamma_functional	1.0	1.0	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f0_s0	eta_functional	0.0	0.0	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_participation	7.64406	7.64425	0.00019000000000080064
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_erank	11.48929	11.48939	9.999999999976694e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_top1	0.30923	0.30923	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_erank_iqr	4.76328	4.76317	-0.00011000000000027654
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_attn_mlp_gap	2.40083	2.40096	0.00012999999999996348
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	functional_energy_ratio	0.2236	0.2236	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	gamma_functional	0.20812	0.20812	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s0	eta_functional	0.13368	0.13368	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_participation	4.76727	4.7672	-7.00000000000145e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_erank	8.89037	8.8904	2.999999999886427e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_top1	0.42022	0.42022	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_erank_iqr	5.71042	5.71045	2.9999999999752447e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_attn_mlp_gap	3.07012	3.07001	-0.00011000000000027654
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	functional_energy_ratio	0.1725	0.1725	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	gamma_functional	0.15452	0.15452	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s1	eta_functional	0.19761	0.19761	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_participation	4.56979	4.56986	7.00000000000145e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_erank	8.6091	8.60901	-9.000000000014552e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_top1	0.43373	0.43373	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_erank_iqr	5.62487	5.62486	-9.999999999621423e-06
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_attn_mlp_gap	3.22575	3.22568	-7.00000000000145e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	functional_energy_ratio	0.15982	0.15983	1.0000000000010001e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	gamma_functional	0.13791	0.13791	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f2_s2	eta_functional	0.2554	0.25541	1.0000000000010001e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_participation	6.11333	6.11343	9.999999999976694e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_erank	10.1288	10.1287	-9.999999999976694e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_top1	0.34925	0.34925	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_erank_iqr	5.03171	5.03169	-2.0000000000131024e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_attn_mlp_gap	2.76166	2.76177	0.00010999999999983245
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	functional_energy_ratio	0.18068	0.18068	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	gamma_functional	0.16327	0.16327	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s0	eta_functional	0.18344	0.18344	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_participation	4.77133	4.77137	4.000000000026205e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_erank	8.73482	8.73482	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_top1	0.42645	0.42644	-1.0000000000010001e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_erank_iqr	5.69185	5.69171	-0.000140000000000029
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_attn_mlp_gap	3.15161	3.15154	-7.00000000000145e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	functional_energy_ratio	0.15976	0.15976	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	gamma_functional	0.13763	0.13763	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s1	eta_functional	0.25784	0.25784	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_participation	4.56471	4.56478	7.00000000000145e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_erank	8.60142	8.60134	-7.999999999874774e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_top1	0.43393	0.43393	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_erank_iqr	5.62145	5.62143	-2.0000000000131024e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_attn_mlp_gap	3.22851	3.22844	-7.00000000000145e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	functional_energy_ratio	0.15843	0.15843	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	gamma_functional	0.13571	0.13571	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f4_s2	eta_functional	0.26627	0.26628	1.0000000000010001e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_participation	6.09385	6.09371	-0.000140000000000029
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_erank	10.06239	10.06253	0.000140000000000029
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_top1	0.34702	0.34702	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_erank_iqr	4.80497	4.8051	0.00013000000000040757
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_attn_mlp_gap	2.62615	2.62611	-3.999999999981796e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	functional_energy_ratio	0.1791	0.1791	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	gamma_functional	0.16085	0.16085	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s0	eta_functional	0.19341	0.19341	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_participation	4.71134	4.71138	4.000000000026205e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_erank	8.71748	8.71745	-3.0000000000640625e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_top1	0.4283	0.4283	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_erank_iqr	5.7007	5.70067	-3.0000000000640625e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_attn_mlp_gap	3.1059	3.10592	1.9999999999686935e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	functional_energy_ratio	0.16002	0.16002	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	gamma_functional	0.13793	0.13793	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s1	eta_functional	0.25696	0.25696	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_participation	4.56545	4.56552	7.00000000000145e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_erank	8.60203	8.60195	-7.999999999874774e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_top1	0.43389	0.43389	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_erank_iqr	5.62134	5.62132	-2.0000000000131024e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_attn_mlp_gap	3.22872	3.22865	-7.00000000000145e-05
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	functional_energy_ratio	0.15842	0.15842	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	gamma_functional	0.1357	0.1357	0.0
Llama-3.1-8B-Instruct/magicoder/seed42	hns_grid_target	magicoder__hns_f8_s2	eta_functional	0.26629	0.2663	9.99999999995449e-06
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__original_lora	functional_participation	3.43719	3.4372	9.999999999621423e-06
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__original_lora	functional_erank	5.43219	5.43222	2.9999999999752447e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__original_lora	functional_top1	0.47781	0.47781	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__original_lora	functional_erank_iqr	2.93663	2.9366	-3.0000000000196536e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__original_lora	functional_attn_mlp_gap	0.59572	0.59573	9.99999999995449e-06
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__original_lora	functional_energy_ratio	1.0	1.0	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__original_lora	gamma_functional	1.0	1.0	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__original_lora	eta_functional	0.0	0.0	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_participation	3.43719	3.4372	9.999999999621423e-06
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_erank	5.43219	5.43222	2.9999999999752447e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_top1	0.47781	0.47781	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_erank_iqr	2.93663	2.9366	-3.0000000000196536e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_attn_mlp_gap	0.59572	0.59573	9.99999999995449e-06
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	functional_energy_ratio	1.0	1.0	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	gamma_functional	1.0	1.0	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f0_s0	eta_functional	0.0	0.0	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_participation	13.702	13.702	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_erank	14.80108	14.80107	-1.000000000139778e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_top1	0.12456	0.12456	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_erank_iqr	1.2106	1.21057	-2.999999999997449e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_attn_mlp_gap	-0.01343	-0.01344	-1.0000000000001327e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	functional_energy_ratio	0.51115	0.51115	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	gamma_functional	0.38565	0.38565	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s0	eta_functional	0.43078	0.43078	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_participation	12.24347	12.24345	-2.0000000001019203e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_erank	14.07593	14.07594	9.999999999621423e-06
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_top1	0.15922	0.15922	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_erank_iqr	1.78846	1.78852	6.000000000017103e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_attn_mlp_gap	-0.26118	-0.26123	-4.999999999999449e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	functional_energy_ratio	0.54046	0.54046	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	gamma_functional	0.44808	0.44808	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s1	eta_functional	0.31265	0.31265	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_participation	11.92348	11.92343	-4.999999999988347e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_erank	13.89175	13.89179	4.000000000026205e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_top1	0.16334	0.16335	9.999999999982245e-06
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_erank_iqr	1.77837	1.7784	2.999999999997449e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_attn_mlp_gap	-0.35492	-0.35492	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	functional_energy_ratio	0.54588	0.54588	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	gamma_functional	0.45715	0.45715	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f2_s2	eta_functional	0.29867	0.29867	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_participation	12.10125	12.10128	2.999999999886427e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_erank	13.93498	13.93496	-1.9999999999242846e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_top1	0.15771	0.15771	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_erank_iqr	1.4693	1.46928	-2.0000000000131024e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_attn_mlp_gap	0.15554	0.15555	9.999999999982245e-06
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	functional_energy_ratio	0.53556	0.53556	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	gamma_functional	0.4221	0.4221	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s0	eta_functional	0.37882	0.37882	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_participation	12.03402	12.03409	7.000000000090267e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_erank	13.92427	13.92431	4.000000000026205e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_top1	0.16322	0.16322	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_erank_iqr	1.75387	1.75399	0.00011999999999989797
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_attn_mlp_gap	-0.27894	-0.27887	7.00000000000145e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	functional_energy_ratio	0.5438	0.5438	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	gamma_functional	0.45321	0.45321	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s1	eta_functional	0.30543	0.30543	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_participation	11.91811	11.91807	-4.000000000026205e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_erank	13.88753	13.88757	4.000000000026205e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_top1	0.16354	0.16354	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_erank_iqr	1.77839	1.77842	2.999999999997449e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_attn_mlp_gap	-0.35206	-0.35206	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	functional_energy_ratio	0.54598	0.54598	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	gamma_functional	0.4573	0.4573	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f4_s2	eta_functional	0.29847	0.29847	0.0
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_participation	11.72145	11.72143	-2.0000000001019203e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_erank	13.64831	13.64826	-4.999999999988347e-05
Llama-3.1-8B-Instruct/metamath/seed42	hns_grid_target	metamath__hns_f8_s0	functional_top1	0.16127	0.16127	0.0
