cohort	outcome	feature	family	sources	raw_spearman	within_base_spearman	within_base_task_spearman	within_base_task_pearson	permutation_p	exact_seed_permutations	fdr_q
source18	target	alpha_hill_k4	source	18	-0.1612405038646725	0.4402602797482992	-0.4008918628686366	0.22756438474882645	0.18964334705075445	46656	0.8850022862368541
source18	off_score	alpha_hill_k4	source	18	-0.5624355005159958	0.24166666666666667	-0.8333333333333335	-0.2929512321890114	0.003129286694101509	46656	0.04381001371742113
source18	forgetting_gap	alpha_hill_k4	source	18	0.029046033855590788	-0.4369902195443293	0.7302967433402214	0.22412167699041005	0.013117283950617283	46656	0.18364197530864199
source18	hns_target_gain	alpha_hill_k4	source	18	-0.48760356597253435	0.012552411131335846	0.47871355387816905	0.3379614414933454	0.11316872427983539	46656	0.9511442336645588
source18	hns_off_gain	alpha_hill_k4	source	18	-0.12693498452012383	-0.4166666666666667	0.5000000000000001	0.37990341831732877	0.1143261316872428	46656	0.6002121913580247
source18	hns_forgetting_reduction	alpha_hill_k4	source	18	-0.024896600447649245	-0.42018290340800896	0.45643546458763845	0.05712110064959531	0.15895061728395063	46656	0.7413194444444444
source18	target	alpha_hill_k12	source	18	-0.6511635732996389	-0.5408912008336247	0.1336306209562122	0.2797168453806705	0.6944444444444444	46656	0.9319319319319319
source18	off_score	alpha_hill_k12	source	18	-0.4592363261093911	0.8083333333333333	0.08333333333333334	0.05655661086032726	0.8846879286694102	46656	0.977812973792506
source18	forgetting_gap	alpha_hill_k12	source	18	-0.026971317151620017	-0.655485329316494	-0.27386127875258304	-0.030229040496769326	0.4367283950617284	46656	0.6793552812071331
source18	hns_target_gain	alpha_hill_k12	source	18	-0.5485540117191011	0.0836827408755723	0.08703882797784893	0.15769169026556662	0.8297325102880658	46656	0.9511442336645588
source18	hns_off_gain	alpha_hill_k12	source	18	-0.19917440660474714	-0.65	0.0	0.06008192878350324	1.0	46656	1.0
source18	hns_forgetting_reduction	alpha_hill_k12	source	18	-0.15767846950177855	-0.7563292261344161	-0.5477225575051661	-0.19857969480949214	0.0787037037037037	46656	0.7413194444444444
source18	target	alpha_weighted_hill	source	18	0.6646002819550283	0.5450841558788466	-0.0890870806374748	0.601116182966507	0.8209876543209876	46656	0.9319319319319319
source18	off_score	alpha_weighted_hill	source	18	0.4943240454076367	0.24166666666666667	-0.33333333333333337	-0.20203070629705178	0.3191872427983539	46656	0.5362345679012346
source18	forgetting_gap	alpha_weighted_hill	source	18	-0.4709606918013649	-0.4369902195443293	0.27386127875258304	0.18701421981842373	0.4367283950617284	46656	0.6793552812071331
source18	hns_target_gain	alpha_weighted_hill	source	18	0.2417356661812988	0.01673654817511446	-0.13055824196677338	-0.11618717492282052	0.7165637860082305	46656	0.9511442336645588
source18	hns_off_gain	alpha_weighted_hill	source	18	-0.34571723426212586	-0.375	0.25000000000000006	0.2987389855978443	0.4834533607681756	46656	0.7251800411522634
source18	hns_forgetting_reduction	alpha_weighted_hill	source	18	-0.4190927742020956	-0.4958158260214506	0.0	0.011502843223956703	1.0	46656	1.0
source18	target	alpha_iqr	source	18	-0.3638247266690046	0.18449002198976347	0.0890870806374748	0.456202440688133	0.8209876543209876	46656	0.9319319319319319
source18	off_score	alpha_iqr	source	18	-0.07533539731682146	0.5583333333333333	-0.16666666666666669	-0.024438617408654717	0.6737825788751715	46656	0.8843396347736625
source18	forgetting_gap	alpha_iqr	source	18	-0.22199468732487246	-0.5462377744304117	0.0	0.034099042982967835	1.0	46656	1.0
source18	hns_target_gain	alpha_iqr	source	18	-0.6105375158681521	-0.3221785523709534	0.26111648393354675	0.1256582407927324	0.4291838134430727	46656	0.9511442336645588
source18	hns_off_gain	alpha_iqr	source	18	-0.2136222910216718	-0.45	0.0	0.16263703301926777	1.0	46656	1.0
source18	hns_forgetting_reduction	alpha_iqr	source	18	-0.40042032386635873	-0.705907277725455	-0.27386127875258304	-0.15718670045673008	0.4367283950617284	46656	0.8337542087542087
source18	target	kurtosis	source	18	-0.17571080549355336	-0.5492771109240685	0.0445435403187374	-0.08136906754331524	0.9567901234567902	46656	0.95679012345679
source18	off_score	kurtosis	source	18	0.3292053663570691	-0.225	0.5000000000000001	0.4226127940794438	0.1143261316872428	46656	0.21825897867564537
source18	forgetting_gap	kurtosis	source	18	0.15249167774185163	0.4453938776124895	-0.3651483716701107	-0.4309620409392845	0.2824074074074074	46656	0.5391414141414141
source18	hns_target_gain	kurtosis	source	18	0.28719023589060283	-0.029288959306450306	-0.08703882797784893	-0.11641531789894362	0.8297325102880658	46656	0.9511442336645588
source18	hns_off_gain	kurtosis	source	18	0.24045407636738902	0.35833333333333334	-0.41666666666666674	-0.6239060537829403	0.19920267489711935	46656	0.6383744855967078
source18	hns_forgetting_reduction	kurtosis	source	18	0.19398601182126704	0.5294304582940913	-0.09128709291752768	-0.3056551205628296	0.8868312757201646	46656	0.9550490661601773
source18	target	decay_family	source	18	-0.2749357309487364	-0.5241193806527371	0.31180478223116176	-0.0317728877420817	0.33573388203017834	46656	0.9319319319319319
source18	off_score	decay_family	source	18	0.31682146542827655	-0.20833333333333334	0.6666666666666667	0.4227663906508667	0.02619170096021948	46656	0.1100051440329218
source18	forgetting_gap	decay_family	source	18	0.1763509198375155	0.4117792453398488	-0.5477225575051661	-0.41231854145081326	0.0787037037037037	46656	0.3305555555555556
source18	hns_target_gain	decay_family	source	18	0.2231406149365835	-0.04602550748156477	-0.26111648393354675	-0.16128167015619468	0.4291838134430727	46656	0.9511442336645588
source18	hns_off_gain	decay_family	source	18	0.2528379772961816	0.375	-0.25000000000000006	-0.5802191349701942	0.4834533607681756	46656	0.7251800411522634
source18	hns_forgetting_reduction	decay_family	source	18	0.18879922006134012	0.4790085098851302	-0.27386127875258304	-0.2814995231553498	0.4367283950617284	46656	0.8337542087542087
source18	target	functional_participation	source	18	0.19121470009592573	0.4360673247030773	-0.1781741612749496	0.5096544184419993	0.6111111111111112	46656	0.9319319319319319
source18	off_score	functional_participation	source	18	-0.08978328173374613	0.375	-0.7500000000000001	-0.3070291375830502	0.010502400548696845	46656	0.07351680384087791
source18	forgetting_gap	functional_participation	source	18	-0.3641127815468702	-0.5462377744304117	0.6390096504226938	0.2566878133290729	0.036265432098765434	46656	0.2175925925925926
source18	hns_target_gain	functional_participation	source	18	-0.2582646006210457	-0.00836827408755723	0.3481553119113957	0.0022822770773166224	0.2690329218106996	46656	0.9511442336645588
source18	hns_off_gain	functional_participation	source	18	-0.4158926728586171	-0.5333333333333333	0.41666666666666674	0.4689652378092022	0.19920267489711935	46656	0.6383744855967078
source18	hns_forgetting_reduction	functional_participation	source	18	-0.3848599485865779	-0.5378341163622514	0.3651483716701107	0.040587024912472715	0.2824074074074074	46656	0.7413194444444444
source18	target	functional_erank	source	18	0.20155062983084063	0.4276814146126335	-0.2672612419124244	0.5032712467321863	0.3950617283950617	46656	0.9319319319319319
source18	off_score	functional_erank	source	18	-0.05263157894736842	0.38333333333333336	-0.6666666666666667	-0.3195564570634287	0.02619170096021948	46656	0.1100051440329218
source18	forgetting_gap	functional_erank	source	18	-0.3724116483627533	-0.563045090566732	0.5477225575051661	0.2741084584250052	0.0787037037037037	46656	0.3305555555555556
source18	hns_target_gain	functional_erank	source	18	-0.2727274182558243	0.004184137043778615	0.47871355387816905	-0.002390350685594684	0.11316872427983539	46656	0.9511442336645588
source18	hns_off_gain	functional_erank	source	18	-0.39525283797729616	-0.5416666666666666	0.33333333333333337	0.47707246391456853	0.3191872427983539	46656	0.6383744855967078
source18	hns_forgetting_reduction	functional_erank	source	18	-0.38900938199451945	-0.5462377744304117	0.27386127875258304	0.06020899981104115	0.4367283950617284	46656	0.8337542087542087
source18	target	functional_top1	source	18	-0.18914751414894274	-0.4276814146126335	0.2672612419124244	-0.4624774893901641	0.3950617283950617	46656	0.9319319319319319
source18	off_score	functional_top1	source	18	0.08771929824561403	-0.38333333333333336	0.6666666666666667	0.3426181143787203	0.02619170096021948	46656	0.1100051440329218
source18	forgetting_gap	functional_top1	source	18	0.37033693165878256	0.563045090566732	-0.5477225575051661	-0.32737448725230883	0.0787037037037037	46656	0.3305555555555556
source18	hns_target_gain	functional_top1	source	18	0.25103319180365646	-0.004184137043778615	-0.47871355387816905	0.014689555129249134	0.11316872427983539	46656	0.9511442336645588
source18	hns_off_gain	functional_top1	source	18	0.42414860681114547	0.5416666666666666	-0.33333333333333337	-0.5219970445590199	0.3191872427983539	46656	0.6383744855967078
source18	hns_forgetting_reduction	functional_top1	source	18	0.38900938199451945	0.5462377744304117	-0.27386127875258304	-0.12577615559818664	0.4367283950617284	46656	0.8337542087542087
source18	target	functional_erank_iqr	source	18	0.2253232682211449	0.448646189838743	-0.31180478223116176	0.22316043040812356	0.33573388203017834	46656	0.9319319319319319
source18	off_score	functional_erank_iqr	source	18	-0.15376676986584106	0.25833333333333336	-0.6666666666666667	-0.2473415925724252	0.02619170096021948	46656	0.1100051440329218
source18	forgetting_gap	functional_erank_iqr	source	18	-0.2738626049241417	-0.4453938776124895	0.6390096504226938	0.1413106953765721	0.036265432098765434	46656	0.2175925925925926
source18	hns_target_gain	functional_erank_iqr	source	18	-0.2613637758284983	-0.012552411131335846	0.3046358979224712	0.15581205168504322	0.3293895747599451	46656	0.9511442336645588
source18	hns_off_gain	functional_erank_iqr	source	18	-0.3003095975232198	-0.44166666666666665	0.25000000000000006	0.33599305657368017	0.4834533607681756	46656	0.7251800411522634
source18	hns_forgetting_reduction	functional_erank_iqr	source	18	-0.2738626049241417	-0.42858656147616914	0.3651483716701107	-0.017764396206418512	0.2824074074074074	46656	0.7413194444444444
source18	target	functional_attn_mlp_gap	source	18	-0.02790701028427024	0.20545479721587295	-0.6236095644623235	-0.4499176596725593	0.03292181069958848	46656	0.6913580246913581
source18	off_score	functional_attn_mlp_gap	source	18	-0.044375644994840036	0.45	0.0	0.13891546203518546	1.0	46656	1.0
source18	forgetting_gap	functional_attn_mlp_gap	source	18	-0.3267678808753964	-0.563045090566732	-0.09128709291752768	0.015507169618115966	0.8868312757201646	46656	0.9550490661601773
source18	hns_target_gain	functional_attn_mlp_gap	source	18	-0.43801676265329353	-0.2677847708018314	-0.04351941398892446	0.11719819311160025	0.9284979423868313	46656	0.9511442336645588
source18	hns_off_gain	functional_attn_mlp_gap	source	18	-0.3993808049535603	-0.55	-0.16666666666666669	-0.17507117264297953	0.6737825788751715	46656	0.94329561042524
source18	hns_forgetting_reduction	functional_attn_mlp_gap	source	18	-0.28527354679598094	-0.4453938776124895	0.18257418583505536	0.14809801523763033	0.6450617283950617	46656	0.9550490661601773
source18	target	functional_energy_ratio	source	18						46656	
source18	off_score	functional_energy_ratio	source	18						46656	
source18	forgetting_gap	functional_energy_ratio	source	18						46656	
source18	hns_target_gain	functional_energy_ratio	source	18						46656	
source18	hns_off_gain	functional_energy_ratio	source	18						46656	
source18	hns_forgetting_reduction	functional_energy_ratio	source	18						46656	
source18	target	gamma_functional	source	18						46656	
source18	off_score	gamma_functional	source	18						46656	
source18	forgetting_gap	gamma_functional	source	18						46656	
source18	hns_target_gain	gamma_functional	source	18						46656	
source18	hns_off_gain	gamma_functional	source	18						46656	
source18	hns_forgetting_reduction	gamma_functional	source	18						46656	
source18	target	eta_functional	source	18						46656	
source18	off_score	eta_functional	source	18						46656	
source18	forgetting_gap	eta_functional	source	18						46656	
source18	hns_target_gain	eta_functional	source	18						46656	
source18	hns_off_gain	eta_functional	source	18						46656	
source18	hns_forgetting_reduction	eta_functional	source	18						46656	
source18	target	functional_cov_participation	source	18	0.212920152539247	0.4234884595674116	-0.31180478223116176	0.5149982043856958	0.33573388203017834	46656	0.9319319319319319
source18	off_score	functional_cov_participation	source	18	-0.03818369453044375	0.36666666666666664	-0.8333333333333335	-0.2738573944035291	0.003129286694101509	46656	0.04381001371742113
source18	forgetting_gap	functional_cov_participation	source	18	-0.3381788227472356	-0.5378341163622514	0.7302967433402214	0.23413774838366758	0.013117283950617283	46656	0.18364197530864199
source18	hns_target_gain	functional_cov_participation	source	18	-0.2954547031104763	-0.01673654817511446	0.26111648393354675	-0.0014966765832400396	0.4291838134430727	46656	0.9511442336645588
source18	hns_off_gain	functional_cov_participation	source	18	-0.35190918472652216	-0.525	0.5000000000000001	0.4243463378674021	0.1143261316872428	46656	0.6002121913580247
source18	hns_forgetting_reduction	functional_cov_participation	source	18	-0.3672248566028264	-0.5294304582940913	0.45643546458763845	0.019516277660972876	0.15895061728395063	46656	0.7413194444444444
source18	target	functional_cov_erank	source	18	0.21602093145972148	0.4360673247030773	-0.1781741612749496	0.5192457443274879	0.6111111111111112	46656	0.9319319319319319
source18	off_score	functional_cov_erank	source	18	-0.044375644994840036	0.36666666666666664	-0.8333333333333335	-0.2969661849370002	0.003129286694101509	46656	0.04381001371742113
source18	forgetting_gap	functional_cov_erank	source	18	-0.33091731428333787	-0.5378341163622514	0.7302967433402214	0.2611995398925993	0.013117283950617283	46656	0.18364197530864199
source18	hns_target_gain	functional_cov_erank	source	18	-0.2892563526955712	0.00836827408755723	0.4351941398892446	-0.017751637936404833	0.15723593964334706	46656	0.9511442336645588
source18	hns_off_gain	functional_cov_erank	source	18	-0.35190918472652216	-0.525	0.5000000000000001	0.4522203056960684	0.1143261316872428	46656	0.6002121913580247
source18	hns_forgetting_reduction	functional_cov_erank	source	18	-0.366187498250841	-0.5294304582940913	0.45643546458763845	0.04582170083739163	0.15895061728395063	46656	0.7413194444444444
source18	target	functional_cov_top1	source	18	-0.21602093145972148	-0.4360673247030773	0.1781741612749496	-0.49556684355053215	0.6111111111111112	46656	0.9319319319319319
source18	off_score	functional_cov_top1	source	18	0.03199174406604747	-0.39166666666666666	0.5833333333333334	0.2946694795093167	0.05757030178326475	46656	0.20149605624142664
source18	forgetting_gap	functional_cov_top1	source	18	0.35477655637900174	0.563045090566732	-0.45643546458763845	-0.2828081993255461	0.15895061728395063	46656	0.5391414141414141
source18	hns_target_gain	functional_cov_top1	source	18	0.2954547031104763	0.01673654817511446	-0.26111648393354675	0.041074003838102835	0.4291838134430727	46656	0.9511442336645588
source18	hns_off_gain	functional_cov_top1	source	18	0.3581011351909184	0.55	-0.25000000000000006	-0.474440707605111	0.4834533607681756	46656	0.7251800411522634
source18	hns_forgetting_reduction	functional_cov_top1	source	18	0.3817478735306218	0.5546414324985718	-0.18257418583505536	-0.0787152447059189	0.6450617283950617	46656	0.9550490661601773
source18	target	functional_offdiag_fraction	source	18	0.39483251587374935	0.6415221219189502	-0.4008918628686366	-0.515782422256181	0.18964334705075445	46656	0.8850022862368541
source18	off_score	functional_offdiag_fraction	source	18	-0.20743034055727552	-0.025	-0.25000000000000006	-0.4834484546702076	0.4834533607681756	46656	0.7001738328366681
source18	forgetting_gap	functional_offdiag_fraction	source	18	-0.21473317886097476	-0.3529536388627275	0.09128709291752768	0.4572105403473001	0.8868312757201646	46656	0.9550490661601773
source18	hns_target_gain	functional_offdiag_fraction	source	18	0.016528934439746925	0.23431167445160245	0.4351941398892446	0.4078730692153968	0.15723593964334706	46656	0.9511442336645588
source18	hns_off_gain	functional_offdiag_fraction	source	18	-0.3312693498452012	-0.30833333333333335	0.16666666666666669	0.5145305289165152	0.6737825788751715	46656	0.94329561042524
source18	hns_forgetting_reduction	functional_offdiag_fraction	source	18	-0.16079054455773473	-0.21009145170400448	0.3651483716701107	0.5174794250229748	0.2824074074074074	46656	0.7413194444444444
