base	train_task	method	quantity	n	mean	sample_sd	seed42	seed43	seed44
Llama-3.1-8B-Instruct	metamath	flat_fro	nuclear_ratio	3	1.2125599999999999	0.05410025785520802	1.15011	1.24514	1.24243
Llama-3.1-8B-Instruct	metamath	flat_fro	head_ratio	3	0.37588	0.03929513455887383	0.42124	0.35222	0.35418
Llama-3.1-8B-Instruct	metamath	flat_fro	original_head1_retention	3	0.14231333333333332	0.030428409970508365	0.17744	0.12406	0.12544
Llama-3.1-8B-Instruct	metamath	flat_fro	original_head4_retention	3	0.34690333333333334	0.03133949637970165	0.38308	0.32804	0.32959
Llama-3.1-8B-Instruct	metamath	flat_fro	scalar_fit	3	0.82061	0.04296303876589736	0.87019	0.79434	0.7973
Llama-3.1-8B-Instruct	metamath	flat_fro	shape_residual	3	0.32537	0.07157228863184409	0.24277	0.36902	0.36432
Llama-3.1-8B-Instruct	metamath	flat_fro	displacement	3	0.5958600000000001	0.07479980548103048	0.50953	0.64134	0.63671
Llama-3.1-8B-Instruct	metamath	flat_fro	target	3	78.49380844073794	1.6017136090463306	79.98483699772555	76.80060652009098	78.69598180439728
Llama-3.1-8B-Instruct	metamath	flat_fro	target_gain	3	2.9315137730603973	1.0757541902346628	2.729340409401061	1.9711902956785394	4.094010614101592
Llama-3.1-8B-Instruct	metamath	flat_fro	off_score	3	61.51221455255966	0.6423806822749685	61.13870470613176	61.14397331639401	62.253965635153214
Llama-3.1-8B-Instruct	metamath	flat_fro	off_gain	3	2.9400231034028415	0.3379931248867951	3.319988397013759	2.8272358852775668	2.672845027917198
Llama-3.1-8B-Instruct	metamath	flat_fro	forgetting_gap	3	1.4935838949679938	0.6656187009767176	2.2058471289297663	1.3875703885862218	0.887334167387993
Llama-3.1-8B-Instruct	metamath	flat_fro	forgetting_reduction	3	2.601269715868973	0.19658327575385554	2.5069802669324637	2.827235885277574	2.46959299539688
Llama-3.1-8B-Instruct	metamath	flat_nuclear	entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_nuclear	energy_entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_nuclear	stable_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_nuclear	participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_nuclear	nuclear_participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_nuclear	top1_energy	3	0.0625	0.0	0.0625	0.0625	0.0625
Llama-3.1-8B-Instruct	metamath	flat_nuclear	top4_energy	3	0.25	0.0	0.25	0.25	0.25
Llama-3.1-8B-Instruct	metamath	flat_nuclear	log_condition	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	metamath	flat_nuclear	log_fro	3	2.4158503181709077	0.7061473577600299	3.231222968005372	2.0037286468280753	2.012599339679277
Llama-3.1-8B-Instruct	metamath	flat_nuclear	log_nuclear	3	6.387267006134851	0.7082139436449464	7.205024403258545	5.973738623687087	5.9830379914589225
Llama-3.1-8B-Instruct	metamath	flat_nuclear	log_head_rss	3	1.0295565921303453	0.706147348319802	1.8449292312514798	0.6174349519990647	0.6263055931404916
Llama-3.1-8B-Instruct	metamath	flat_nuclear	fro_ratio	3	0.8231933333333333	0.04305268439172327	0.87288	0.79695	0.79975
Llama-3.1-8B-Instruct	metamath	flat_nuclear	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	flat_nuclear	head_ratio	3	0.31055000000000005	0.049501243418726366	0.36769	0.2807	0.28326
Llama-3.1-8B-Instruct	metamath	flat_nuclear	original_head1_retention	3	0.09807333333333333	0.03216069702810145	0.1352	0.07879	0.08023
Llama-3.1-8B-Instruct	metamath	flat_nuclear	original_head4_retention	3	0.2370133333333333	0.047531844413333385	0.29188	0.20835	0.21081
Llama-3.1-8B-Instruct	metamath	flat_nuclear	scalar_fit	3	0.6788833333333333	0.0719465859741332	0.76192	0.63513	0.6396
Llama-3.1-8B-Instruct	metamath	flat_nuclear	shape_residual	3	0.3211166666666667	0.07194658597413316	0.23808	0.36487	0.3604
Llama-3.1-8B-Instruct	metamath	flat_nuclear	displacement	3	0.5640999999999999	0.06599123199334896	0.48793	0.60404	0.60033
Llama-3.1-8B-Instruct	metamath	flat_nuclear	target	3	79.35304523629011	1.3484277555677644	80.89461713419257	78.77179681576952	78.39272175890827
Llama-3.1-8B-Instruct	metamath	flat_nuclear	target_gain	3	3.79075056861258	0.15163002274449866	3.6391205458680815	3.942380591357079	3.79075056861258
Llama-3.1-8B-Instruct	metamath	flat_nuclear	off_score	3	62.23805314844208	0.8753135499979504	63.241029624404554	61.628387036986474	61.84474278393521
Llama-3.1-8B-Instruct	metamath	flat_nuclear	off_gain	3	3.6658616992852586	1.6088604919596892	5.4223133152865515	3.3116496058700307	2.2636221766991937
Llama-3.1-8B-Instruct	metamath	flat_nuclear	forgetting_gap	3	0.7901591375188323	0.47064717309480364	1.3230344057789314	0.43130006161429196	0.6161429451632733
Llama-3.1-8B-Instruct	metamath	flat_nuclear	forgetting_reduction	3	3.304694473318134	0.5265440225535962	3.389792990083299	3.783506212249504	2.7407842176215995
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	entropy_rank	3	0.9999133333333333	5.773502691934081e-06	0.99992	0.99991	0.99991
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	energy_entropy_rank	3	0.99966	1.7320508075674045e-05	0.99968	0.99965	0.99965
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	stable_rank	3	0.9633799999999999	0.0002861817604250673	0.96323	0.9632	0.96371
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	participation_rank	3	0.9993266666666667	3.7859388971995704e-05	0.99937	0.99931	0.9993
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	nuclear_participation_rank	3	0.9998300000000001	9.99999999995449e-06	0.99984	0.99983	0.99982
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	top1_energy	3	0.06488000000000001	1.732050807569007e-05	0.06489	0.06489	0.06486
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	top4_energy	3	0.25730333333333333	0.00028360771028542077	0.25698	0.25742	0.25751
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	log_condition	3	0.049330000000000006	0.0006326926584053285	0.0486	0.04967	0.04972
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	log_fro	3	2.4159319454812116	0.7061426901791633	3.2312992024991094	2.0038125497559247	2.0126840841886
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	log_nuclear	3	6.387267006134851	0.7082139436449464	7.205024403258545	5.973738623687087	5.9830379914589225
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	log_head_rss	3	1.0481193389410177	0.7066395257571837	1.8640610312482473	0.6358142767743229	0.6444827088004826
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	fro_ratio	3	0.8232633333333332	0.04305268439172331	0.87295	0.79702	0.79982
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	head_ratio	3	0.31638666666666665	0.050603369782390335	0.3748	0.28591	0.28845
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	original_head1_retention	3	0.09572000000000001	0.032317071340082784	0.13303	0.07646	0.07767
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	original_head4_retention	3	0.23262333333333332	0.046304143803047836	0.28607	0.20461	0.20719
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	scalar_fit	3	0.6761699999999999	0.07258835099380617	0.75995	0.6321	0.63646
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	shape_residual	3	0.32664333333333334	0.07321287887614675	0.24214	0.37102	0.36677
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	displacement	3	0.5689466666666667	0.06659148469086217	0.49208	0.60913	0.60563
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	target	3	79.45413191811978	1.241145226970802	80.81880212282032	78.39272175890827	79.15087187263077
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	target_gain	3	3.891837250442246	0.5690336239169873	3.563305534495825	3.563305534495825	4.548900682335088
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	off_score	3	62.59873541025738	0.5320194792455603	63.15315891253488	62.09238252054137	62.55066479769591
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	off_gain	3	4.026543961100565	1.2022473991478189	5.334442603416875	3.775645089424927	2.9695441904598923
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	forgetting_gap	3	0.7290316499290729	0.9605160758475414	1.817409182689256	0.3696857670979625	0.0
Llama-3.1-8B-Instruct	metamath	hns_f4_s1	forgetting_reduction	3	3.3658219609078937	0.47491362339810966	2.8954182131729738	3.8451205067658334	3.356927162784873
Llama-3.1-8B-Instruct	tulu	original_lora	entropy_rank	3	0.8952066666666667	0.001963805828826629	0.89746	0.8943	0.89386
Llama-3.1-8B-Instruct	tulu	original_lora	energy_entropy_rank	3	0.6382366666666667	0.005893507727434771	0.64501	0.63542	0.63428
Llama-3.1-8B-Instruct	tulu	original_lora	stable_rank	3	0.22844	0.005035384791651982	0.23425	0.22534	0.22573
Llama-3.1-8B-Instruct	tulu	original_lora	participation_rank	3	0.45814333333333335	0.0075881244937951	0.4669	0.45403	0.4535
Llama-3.1-8B-Instruct	tulu	original_lora	nuclear_participation_rank	3	0.7950733333333333	0.0037340371360410035	0.79935	0.79341	0.79246
Llama-3.1-8B-Instruct	tulu	original_lora	top1_energy	3	0.3177233333333333	0.005427193872834607	0.31149	0.32028	0.3214
Llama-3.1-8B-Instruct	tulu	original_lora	top4_energy	3	0.6181833333333334	0.003087415315977647	0.61463	0.61971	0.62021
Llama-3.1-8B-Instruct	tulu	original_lora	log_condition	3	1.5269533333333334	0.015490310950182051	1.50954	1.53212	1.5392
Llama-3.1-8B-Instruct	tulu	original_lora	log_fro	3	3.118215820730901	0.005359358311491596	3.1120502129466763	3.1208385355019916	3.1217587137440357
Llama-3.1-8B-Instruct	tulu	original_lora	log_nuclear	3	6.942711743909978	0.002262170697078789	6.940275174327911	6.944745358552379	6.943114698849644
Llama-3.1-8B-Instruct	tulu	original_lora	log_head_rss	3	2.657577902428971	0.011578828169595405	2.644789249230852	2.6605948004477806	2.667349657608281
Llama-3.1-8B-Instruct	tulu	original_lora	fro_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	original_lora	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	original_lora	head_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	original_lora	original_head1_retention	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	original_lora	original_head4_retention	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	original_lora	scalar_fit	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	original_lora	shape_residual	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	tulu	original_lora	displacement	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	tulu	original_lora	target	3	63.154651879235985	0.10671908857479098	63.21626617375231	63.21626617375231	63.03142329020333
Llama-3.1-8B-Instruct	tulu	original_lora	target_gain	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	tulu	original_lora	off_score	3	65.68470484032689	1.9234644179556795	63.7263335960425	67.57125032454785	65.75653060039032
Llama-3.1-8B-Instruct	tulu	original_lora	off_gain	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	tulu	original_lora	forgetting_gap	3	0.922952721696241	0.9048463179983269	1.8085346877068673	0.0	0.9603234773818556
Llama-3.1-8B-Instruct	tulu	original_lora	forgetting_reduction	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	tulu	flat_fro	entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_fro	energy_entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_fro	stable_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_fro	participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_fro	nuclear_participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_fro	top1_energy	3	0.0625	0.0	0.0625	0.0625	0.0625
Llama-3.1-8B-Instruct	tulu	flat_fro	top4_energy	3	0.25	0.0	0.25	0.25	0.25
Llama-3.1-8B-Instruct	tulu	flat_fro	log_condition	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	tulu	flat_fro	log_fro	3	3.118215820730901	0.005359358311491596	3.1120502129466763	3.1208385355019916	3.1217587137440357
Llama-3.1-8B-Instruct	tulu	flat_fro	log_nuclear	3	7.078508385196886	0.005203433012648859	7.072500570726909	7.0815853614942705	7.081439223369477
Llama-3.1-8B-Instruct	tulu	flat_fro	log_head_rss	3	1.7319221075873514	0.005359346255256781	1.7257565123569345	1.7345448303448123	1.735464980060307
Llama-3.1-8B-Instruct	tulu	flat_fro	fro_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_fro	nuclear_ratio	3	1.1454533333333332	0.0036381634561043876	1.14137	1.14664	1.14835
Llama-3.1-8B-Instruct	tulu	flat_fro	head_ratio	3	0.39627666666666667	0.002548614002420391	0.3989	0.39612	0.39381
Llama-3.1-8B-Instruct	tulu	flat_fro	original_head1_retention	3	0.15704	0.0020181427105138063	0.15912	0.15691	0.15509
Llama-3.1-8B-Instruct	tulu	flat_fro	original_head4_retention	3	0.37797333333333333	0.002128011591447136	0.38039	0.37715	0.37638
Llama-3.1-8B-Instruct	tulu	flat_fro	scalar_fit	3	0.8513666666666667	0.0030072800556870728	0.85458	0.8509	0.84862
Llama-3.1-8B-Instruct	tulu	flat_fro	shape_residual	3	0.2751766666666666	0.0051224636000008145	0.2697	0.27598	0.27985
Llama-3.1-8B-Instruct	tulu	flat_fro	displacement	3	0.5452066666666666	0.005522040685591975	0.5393	0.54608	0.55024
Llama-3.1-8B-Instruct	tulu	flat_fro	target	3	64.63339494762785	0.2823521685123714	64.69500924214418	64.87985212569316	64.32532347504622
Llama-3.1-8B-Instruct	tulu	flat_fro	target_gain	3	1.4787430683918714	0.18484288354898126	1.4787430683918714	1.6635859519408527	1.2939001848428902
Llama-3.1-8B-Instruct	tulu	flat_fro	off_score	3	66.4687575346237	1.2743008311795918	65.76388446296637	67.93976819539192	65.70261994551284
Llama-3.1-8B-Instruct	tulu	flat_fro	off_gain	3	0.7840526942968206	1.1059180423613413	2.0375508669238727	0.36851787084407306	-0.05391065487748392
Llama-3.1-8B-Instruct	tulu	flat_fro	forgetting_gap	3	0.1760184218815076	0.16552232589874719	0.1995235496980996	0.0	0.3285317159464232
Llama-3.1-8B-Instruct	tulu	flat_fro	forgetting_reduction	3	0.7469342998147335	0.8106618059754568	1.6090111380087677	0.0	0.6317917614354325
Llama-3.1-8B-Instruct	tulu	flat_nuclear	entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_nuclear	energy_entropy_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_nuclear	stable_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_nuclear	participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_nuclear	nuclear_participation_rank	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_nuclear	top1_energy	3	0.0625	0.0	0.0625	0.0625	0.0625
Llama-3.1-8B-Instruct	tulu	flat_nuclear	top4_energy	3	0.25	0.0	0.25	0.25	0.25
Llama-3.1-8B-Instruct	tulu	flat_nuclear	log_condition	3	0.0	0.0	0.0	0.0	0.0
Llama-3.1-8B-Instruct	tulu	flat_nuclear	log_fro	3	2.9640873885698666	0.0024052785334042637	2.961424233687654	2.9661016587517177	2.964736273270229
Llama-3.1-8B-Instruct	tulu	flat_nuclear	log_nuclear	3	6.942711743909978	0.002262170697078789	6.940275174327911	6.944745358552379	6.943114698849644
Llama-3.1-8B-Instruct	tulu	flat_nuclear	log_head_rss	3	1.5777936664238943	0.0024052647168420717	1.5751305270194553	1.579807925471628	1.5784425467805998
Llama-3.1-8B-Instruct	tulu	flat_nuclear	fro_ratio	3	0.8571633333333333	0.002782163426783793	0.86017	0.85664	0.85468
Llama-3.1-8B-Instruct	tulu	flat_nuclear	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	flat_nuclear	head_ratio	3	0.33968	0.003288996807538735	0.34313	0.33933	0.33658
Llama-3.1-8B-Instruct	tulu	flat_nuclear	original_head1_retention	3	0.11538999999999999	0.002235508890610813	0.11774	0.11514	0.11329
Llama-3.1-8B-Instruct	tulu	flat_nuclear	original_head4_retention	3	0.27771999999999997	0.003357365038240533	0.28145	0.27677	0.27494
Llama-3.1-8B-Instruct	tulu	flat_nuclear	scalar_fit	3	0.7347366666666667	0.00476513728378666	0.73989	0.73383	0.73049
Llama-3.1-8B-Instruct	tulu	flat_nuclear	shape_residual	3	0.26526333333333335	0.0047651372837866305	0.26011	0.26617	0.26951
Llama-3.1-8B-Instruct	tulu	flat_nuclear	displacement	3	0.5150233333333333	0.004634062292776555	0.51001	0.51591	0.51915
Llama-3.1-8B-Instruct	tulu	flat_nuclear	target	3	64.26370918052989	0.948540007291475	63.21626617375231	64.51016635859519	65.06469500924214
Llama-3.1-8B-Instruct	tulu	flat_nuclear	target_gain	3	1.1090573012938971	1.029161619746768	0.0	1.293900184842876	2.033271719038815
Llama-3.1-8B-Instruct	tulu	flat_nuclear	off_score	3	66.64143639829604	1.121329645475733	66.68926130415285	67.73808842704977	65.49695946368549
Llama-3.1-8B-Instruct	tulu	flat_nuclear	off_gain	3	0.9567315579691472	1.7504495006858263	2.9629277081103496	0.1668381025019272	-0.2595711367048352
Llama-3.1-8B-Instruct	tulu	flat_nuclear	forgetting_gap	3	0.1125714018150382	0.19497938742289747	0.3377142054451146	0.0	0.0
Llama-3.1-8B-Instruct	tulu	flat_nuclear	forgetting_reduction	3	0.8103813198812029	0.7467865898013546	1.4708204822617528	0.0	0.9603234773818556
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	entropy_rank	3	0.99992	0.0	0.99992	0.99992	0.99992
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	energy_entropy_rank	3	0.9996899999999999	1.3597399555105182e-16	0.99969	0.99969	0.99969
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	stable_rank	3	0.96219	0.00017058722109234396	0.96214	0.96238	0.96205
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	participation_rank	3	0.9993866666666666	5.773502691869982e-06	0.99938	0.99939	0.99939
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	nuclear_participation_rank	3	0.9998466666666667	5.773502691934081e-06	0.99984	0.99985	0.99985
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	top1_energy	3	0.06496	1.0000000000003062e-05	0.06496	0.06495	0.06497
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	top4_energy	3	0.25684333333333337	2.3094010767576077e-05	0.25687	0.25683	0.25683
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	log_condition	3	0.04827666666666667	0.0001665332799572905	0.04841	0.04809	0.04833
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	log_fro	3	2.9641672410798403	0.002405022880002141	2.961504719320082	2.9661821454797233	2.9648148584397163
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	log_nuclear	3	6.942711743909978	0.002262170697078789	6.940275174327911	6.944745358552379	6.943114698849644
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	log_head_rss	3	1.5970825818976249	0.0023150621786886686	1.59455576905307	1.599101584460469	1.5975903921793355
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	fro_ratio	3	0.8572333333333333	0.002782163426783793	0.86024	0.85671	0.85475
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	nuclear_ratio	3	1.0	0.0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	head_ratio	3	0.34629666666666664	0.0033990635965414533	0.34986	0.34594	0.34309
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	original_head1_retention	3	0.11319666666666667	0.0019241968021315615	0.11519	0.11305	0.11135
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	original_head4_retention	3	0.27304	0.0030900485433080186	0.27642	0.27234	0.27036
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	scalar_fit	3	0.7331366666666667	0.004712974998165573	0.73823	0.73225	0.72893
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	shape_residual	3	0.26857333333333333	0.004650960474281973	0.26355	0.26944	0.27273
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	displacement	3	0.51823	0.004495675700047788	0.51337	0.51908	0.52224
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	target	3	65.18792359827479	0.2823521685123714	65.4343807763401	65.24953789279112	64.87985212569316
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	target_gain	3	2.033271719038815	0.18484288354898126	2.2181146025877965	2.033271719038815	1.848428835489834
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	off_score	3	66.71733408613447	0.9118494084972313	66.40386628922938	67.74456944868938	66.00356652048465
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	off_gain	3	1.0326292458075816	1.4250049315358948	2.6775326931868833	0.1733191241415284	0.2470359200943335
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	forgetting_gap	3	0.10625683533952686	0.18404223745954074	0.3187705060185806	0.0	0.0
Llama-3.1-8B-Instruct	tulu	hns_f4_s1	forgetting_reduction	3	0.8166958863567141	0.7551959963731976	1.4897641816882867	0.0	0.9603234773818556
