cohort	kind	feature	outcome	n_checkpoints	n_defined	n_arms	mean_rho	ci_low	ci_high	pr_definition	model	r2	loco_r2	rank	coefficients	delta_r2	delta_loco_r2	delta_r2_ci_low	delta_r2_ci_high	delta_loco_r2_ci_low	delta_loco_r2_ci_high
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	target_gain	18	18	126	-0.3878623546955942	-0.5920760878964929	-0.15732208610480683												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	target_gain	18	18	126	0.2983042915834694	0.04773875357193966	0.5097958983328803												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	target_gain	18	18	126	0.31031368943778453	0.07267089968759068	0.5265486322322465												
A_all_versions	paired_linear_regression		target_gain	18		126				raw_fpr	Energy	0.21202294864885296	0.19268330872176853	1	"{""log_energy_ratio"": -1.036456176757965}"						
A_all_versions	paired_linear_regression		target_gain	18		126				raw_fpr	FPR	0.01477127052877536	-0.020571916307094762	1	"{""raw_fpr"": 0.27356997774318836}"						
A_all_versions	paired_linear_regression		target_gain	18		126				raw_fpr	Energy+FPR	0.30042293857860813	0.21274336601062793	2	"{""log_energy_ratio"": -1.7213428535255269, ""raw_fpr"": -0.9575800871927389}"						
A_all_versions	incremental_fpr_over_energy		target_gain	18		126				raw_fpr						0.08839998992975517	0.0200600572888594	0.0009416863561686862	0.29325789006951736	-0.23439863164256586	0.1289545698894254
A_all_versions	paired_linear_regression		target_gain	18		126				full_moment_pr	Energy	0.21202294864885296	0.19268330872176853	1	"{""log_energy_ratio"": -1.036456176757965}"						
A_all_versions	paired_linear_regression		target_gain	18		126				full_moment_pr	FPR	0.007694055898860075	-0.027611304069265596	1	"{""full_moment_pr"": 0.19744092529360732}"						
A_all_versions	paired_linear_regression		target_gain	18		126				full_moment_pr	Energy+FPR	0.3235089768755063	0.24036404691159763	2	"{""log_energy_ratio"": -1.783282977831972, ""full_moment_pr"": -1.0595322090484456}"						
A_all_versions	incremental_fpr_over_energy		target_gain	18		126				full_moment_pr						0.11148602822665332	0.0476807381898291	0.002878106867973085	0.31353494166526336	-0.21559493095414334	0.16573384134409555
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	off_gain	18	18	126	-0.008236103518456685	-0.26767336434984207	0.25948873647837556												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	off_gain	18	18	126	-0.027028123880866766	-0.2602958485971253	0.22425835008930278												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	off_gain	18	18	126	-0.027028123880866783	-0.2673031399736463	0.21029381941752134												
A_all_versions	paired_linear_regression		off_gain	18		126				raw_fpr	Energy	0.3911699571012658	0.3532044917573687	1	"{""log_energy_ratio"": -0.9833164798323346}"						
A_all_versions	paired_linear_regression		off_gain	18		126				raw_fpr	FPR	0.08659425334374893	0.0538507661332055	1	"{""raw_fpr"": 0.4626527068930703}"						
A_all_versions	paired_linear_regression		off_gain	18		126				raw_fpr	Energy+FPR	0.4391320626203422	0.38594671439666095	2	"{""log_energy_ratio"": -1.335681503197333, ""raw_fpr"": -0.4926621311864708}"						
A_all_versions	incremental_fpr_over_energy		off_gain	18		126				raw_fpr						0.047962105519076426	0.03274222263929227	0.003240942348527866	0.1812290938355019	-0.04460421168831729	0.1431694443382391
A_all_versions	paired_linear_regression		off_gain	18		126				full_moment_pr	Energy	0.3911699571012658	0.3532044917573687	1	"{""log_energy_ratio"": -0.9833164798323346}"						
A_all_versions	paired_linear_regression		off_gain	18		126				full_moment_pr	FPR	0.06467622758162028	0.03639849553146157	1	"{""full_moment_pr"": 0.39983693699513734}"						
A_all_versions	paired_linear_regression		off_gain	18		126				full_moment_pr	Energy+FPR	0.4603207788843462	0.4090636439340499	2	"{""log_energy_ratio"": -1.394143886792772, ""full_moment_pr"": -0.5828458076336517}"						
A_all_versions	incremental_fpr_over_energy		off_gain	18		126				full_moment_pr						0.06915082178308041	0.05585915217668125	0.008953407585363057	0.2267829201416936	-0.038684631471216965	0.19761607996842698
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	fg_reduction	18	15	126	-0.47689649466224293	-0.6692270550493282	-0.2311387595311134												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	fg_reduction	18	15	126	0.45151710148542196	0.20849673410128264	0.6475864229069666												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	fg_reduction	18	15	126	0.45222348001462576	0.2213328201221334	0.6401383669925168												
A_all_versions	paired_linear_regression		fg_reduction	18		126				raw_fpr	Energy	0.5170510632968036	0.47295546517177045	1	"{""log_energy_ratio"": -0.8165593018146684}"						
A_all_versions	paired_linear_regression		fg_reduction	18		126				raw_fpr	FPR	0.17241045890457218	0.15312863039579527	1	"{""raw_fpr"": 0.47152292931257106}"						
A_all_versions	paired_linear_regression		fg_reduction	18		126				raw_fpr	Energy+FPR	0.5371446279042658	0.48601221024350405	2	"{""log_energy_ratio"": -0.9812930604226414, ""raw_fpr"": -0.23032389486085278}"						
A_all_versions	incremental_fpr_over_energy		fg_reduction	18		126				raw_fpr						0.020093564607462144	0.0130567450717336	0.0028423503990636597	0.06887469714665381	-0.028861640988410896	0.05625573488866024
A_all_versions	paired_linear_regression		fg_reduction	18		126				full_moment_pr	Energy	0.5170510632968036	0.47295546517177045	1	"{""log_energy_ratio"": -0.8165593018146684}"						
A_all_versions	paired_linear_regression		fg_reduction	18		126				full_moment_pr	FPR	0.15260751656344151	0.13678907068175816	1	"{""full_moment_pr"": 0.443617811641472}"						
A_all_versions	paired_linear_regression		fg_reduction	18		126				full_moment_pr	Energy+FPR	0.5438822041517377	0.4908610369610187	2	"{""log_energy_ratio"": -1.001397082876008, ""full_moment_pr"": -0.26223159399461204}"						
A_all_versions	incremental_fpr_over_energy		fg_reduction	18		126				full_moment_pr						0.0268311408549341	0.01790557178924823	0.004122194388184298	0.07668586348946106	-0.0474511791043571	0.06560329169310171
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	gain_magicoder	18	18	126	0.19615413054383773	-0.09032214050767526	0.45670646094959655												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	gain_magicoder	18	18	126	-0.21944396254006918	-0.47182359882421926	0.05842279485636924												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	gain_magicoder	18	18	126	-0.22048146624847456	-0.481742826763142	0.04856010591752838												
A_all_versions	paired_linear_regression		gain_magicoder	18		126				raw_fpr	Energy	0.08159763855946012	0.026691935251301202	1	"{""log_energy_ratio"": -0.9992730447034011}"						
A_all_versions	paired_linear_regression		gain_magicoder	18		126				raw_fpr	FPR	0.0004881485675780617	-0.050296624843201077	1	"{""raw_fpr"": 0.0772896582390821}"						
A_all_versions	paired_linear_regression		gain_magicoder	18		126				raw_fpr	Energy+FPR	0.14957047763300235	0.06383123750043407	2	"{""log_energy_ratio"": -1.9326265938994807, ""raw_fpr"": -1.3049761418036177}"						
A_all_versions	incremental_fpr_over_energy		gain_magicoder	18		126				raw_fpr						0.06797283907354223	0.037139302249132866	0.0023299172691526146	0.3421659267234486	-0.08404601045905995	0.23120381946672436
A_all_versions	paired_linear_regression		gain_magicoder	18		126				full_moment_pr	Energy	0.08159763855946012	0.026691935251301202	1	"{""log_energy_ratio"": -0.9992730447034011}"						
A_all_versions	paired_linear_regression		gain_magicoder	18		126				full_moment_pr	FPR	0.0004827085277490095	-0.038650374042863866	1	"{""full_moment_pr"": -0.07685778478626674}"						
A_all_versions	paired_linear_regression		gain_magicoder	18		126				full_moment_pr	Energy+FPR	0.18071134857658666	0.10322550331906277	2	"{""log_energy_ratio"": -2.093638580961481, ""full_moment_pr"": -1.5525896131077754}"						
A_all_versions	incremental_fpr_over_energy		gain_magicoder	18		126				full_moment_pr						0.09911371001712654	0.07653356806776157	0.012498736976886428	0.3567485561803507	-0.05964141584669128	0.2775823688786123
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	gain_metamath	18	18	126	-0.24482378410339603	-0.4665481530721982	-0.017970950386195422												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	gain_metamath	18	18	126	0.19591880832318515	-0.019254994649061247	0.4162651244788168												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	gain_metamath	18	18	126	0.18680978046250865	-0.03494671209604529	0.4193876636265227												
A_all_versions	paired_linear_regression		gain_metamath	18		126				raw_fpr	Energy	0.41080758397920114	0.38831503592509586	1	"{""log_energy_ratio"": -1.1310536531023103}"						
A_all_versions	paired_linear_regression		gain_metamath	18		126				raw_fpr	FPR	0.06541116421353965	0.040198451344917285	1	"{""raw_fpr"": 0.4513255498877044}"						
A_all_versions	paired_linear_regression		gain_metamath	18		126				raw_fpr	Energy+FPR	0.4948945480477547	0.4474297188590288	2	"{""log_energy_ratio"": -1.654728142480499, ""raw_fpr"": -0.7321799068513134}"						
A_all_versions	incremental_fpr_over_energy		gain_metamath	18		126				raw_fpr						0.08408696406855354	0.05911468293393296	0.01260954018631615	0.23931229398909065	-0.06477314159415593	0.16964837341673109
A_all_versions	paired_linear_regression		gain_metamath	18		126				full_moment_pr	Energy	0.41080758397920114	0.38831503592509586	1	"{""log_energy_ratio"": -1.1310536531023103}"						
A_all_versions	paired_linear_regression		gain_metamath	18		126				full_moment_pr	FPR	0.052130692175736515	0.0252864922656717	1	"{""full_moment_pr"": 0.4029124860776296}"						
A_all_versions	paired_linear_regression		gain_metamath	18		126				full_moment_pr	Energy+FPR	0.5100447813060327	0.4622448335648517	2	"{""log_energy_ratio"": -1.6834507528088596, ""full_moment_pr"": -0.7836924417848193}"						
A_all_versions	incremental_fpr_over_energy		gain_metamath	18		126				full_moment_pr						0.09923719732683156	0.07392979763975582	0.016772452486975547	0.26381840019640257	-0.06449343963841052	0.19981771814957416
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	gain_tulu	18	18	126	-0.5223957674066919	-0.6521303856946349	-0.38523931069057143												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	gain_tulu	18	18	126	0.49078915045258853	0.3494531681866883	0.6251462029961188												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	gain_tulu	18	18	126	0.5069202363126105	0.3635421374836784	0.6355305065698863												
A_all_versions	paired_linear_regression		gain_tulu	18		126				raw_fpr	Energy	0.6328759091100324	0.60349668104216	1	"{""log_energy_ratio"": -1.503823225823976}"						
A_all_versions	paired_linear_regression		gain_tulu	18		126				raw_fpr	FPR	0.24488659762279852	0.23203548220908954	1	"{""raw_fpr"": 0.9354487834835772}"						
A_all_versions	paired_linear_regression		gain_tulu	18		126				raw_fpr	Energy+FPR	0.6441255370383827	0.60613881386877	2	"{""log_energy_ratio"": -1.709005427833133, ""raw_fpr"": -0.2868772273650298}"						
A_all_versions	incremental_fpr_over_energy		gain_tulu	18		126				raw_fpr						0.01124962792835027	0.0026421328266099664	0.00011855422011393575	0.04940422019757456	-0.027618786553301865	0.025941152399514156
A_all_versions	paired_linear_regression		gain_tulu	18		126				full_moment_pr	Energy	0.6328759091100324	0.60349668104216	1	"{""log_energy_ratio"": -1.503823225823976}"						
A_all_versions	paired_linear_regression		gain_tulu	18		126				full_moment_pr	FPR	0.23204761984798983	0.21865650704624862	1	"{""full_moment_pr"": 0.9105966850412134}"						
A_all_versions	paired_linear_regression		gain_tulu	18		126				full_moment_pr	Energy+FPR	0.6452891974361676	0.6080696193169111	2	"{""log_energy_ratio"": -1.7131048472553885, ""full_moment_pr"": -0.29691036576296054}"						
A_all_versions	incremental_fpr_over_energy		gain_tulu	18		126				full_moment_pr						0.012413288326135197	0.004572938274751026	0.0001772563809232637	0.04828640884220161	-0.02476120151409513	0.028428271281388626
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	gain_commonsense	18	18	126	0.12354155277685022	-0.189481856571494	0.43656496212519413												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	gain_commonsense	18	18	126	-0.1641708265356352	-0.4554739394738659	0.15718856119974448												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	gain_commonsense	18	18	126	-0.14815416053215863	-0.455473939473866	0.16817499303650432												
A_all_versions	paired_linear_regression		gain_commonsense	18		126				raw_fpr	Energy	0.09555006939666122	0.008766017173301388	1	"{""log_energy_ratio"": -0.3522556926252826}"						
A_all_versions	paired_linear_regression		gain_commonsense	18		126				raw_fpr	FPR	0.03002557247808979	-0.017048215829142066	1	"{""raw_fpr"": 0.19746410681203405}"						
A_all_versions	paired_linear_regression		gain_commonsense	18		126				raw_fpr	Energy+FPR	0.10022897571194544	0.002352300943248453	2	"{""log_energy_ratio"": -0.43202719890441604, ""raw_fpr"": -0.11153320473219461}"						
A_all_versions	incremental_fpr_over_energy		gain_commonsense	18		126				raw_fpr						0.004678906315284226	-0.006413716230052935	3.793063993853947e-05	0.07209043073499877	-0.06055662764567723	0.02869565938574793
A_all_versions	paired_linear_regression		gain_commonsense	18		126				full_moment_pr	Energy	0.09555006939666122	0.008766017173301388	1	"{""log_energy_ratio"": -0.3522556926252826}"						
A_all_versions	paired_linear_regression		gain_commonsense	18		126				full_moment_pr	FPR	0.01978718012444669	-0.021747455955987816	1	"{""full_moment_pr"": 0.1603003499464413}"						
A_all_versions	paired_linear_regression		gain_commonsense	18		126				full_moment_pr	Energy+FPR	0.1073993651467412	0.0044527362231268075	2	"{""log_energy_ratio"": -0.4755204571845608, ""full_moment_pr"": -0.17487721129384914}"						
A_all_versions	incremental_fpr_over_energy		gain_commonsense	18		126				full_moment_pr						0.01184929575007998	-0.004313280950174581	5.1747945656413444e-05	0.10185414699835003	-0.1014434877839322	0.052411742630500406
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	gain_arc_challenge	18	18	126	0.010139111790991417	-0.3118389946047924	0.3322196144672569												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	gain_arc_challenge	18	18	126	-0.005760581300201918	-0.31509668575308125	0.29110556628823153												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	gain_arc_challenge	18	18	126	-0.010811086350706964	-0.32582125274721785	0.28870475904181714												
A_all_versions	paired_linear_regression		gain_arc_challenge	18		126				raw_fpr	Energy	0.05263680913100288	-0.038550307943851836	1	"{""log_energy_ratio"": -0.5348464323488749}"						
A_all_versions	paired_linear_regression		gain_arc_challenge	18		126				raw_fpr	FPR	0.03613414314845631	-0.02475567339457574	1	"{""raw_fpr"": 0.44314229898703045}"						
A_all_versions	paired_linear_regression		gain_arc_challenge	18		126				raw_fpr	Energy+FPR	0.05402050541712056	-0.05883942192964953	2	"{""log_energy_ratio"": -0.4461026745290592, ""raw_fpr"": 0.12407783394471043}"						
A_all_versions	incremental_fpr_over_energy		gain_arc_challenge	18		126				raw_fpr						0.001383696286117675	-0.02028911398579769	1.1438858196071761e-05	0.053723806607361604	-0.05537011083954629	-0.003313234534984281
A_all_versions	paired_linear_regression		gain_arc_challenge	18		126				full_moment_pr	Energy	0.05263680913100288	-0.038550307943851836	1	"{""log_energy_ratio"": -0.5348464323488749}"						
A_all_versions	paired_linear_regression		gain_arc_challenge	18		126				full_moment_pr	FPR	0.025491570696361765	-0.032937473748652524	1	"{""full_moment_pr"": 0.3722053609305048}"						
A_all_versions	paired_linear_regression		gain_arc_challenge	18		126				full_moment_pr	Energy+FPR	0.05264519613448404	-0.06902019625417966	2	"{""log_energy_ratio"": -0.541555125092453, ""full_moment_pr"": -0.00951770347851525}"						
A_all_versions	incremental_fpr_over_energy		gain_arc_challenge	18		126				full_moment_pr						8.387003481158395e-06	-0.03046988831032782	1.2438821358903848e-05	0.059943973607315224	-0.08059451093179629	-0.0032105344610331185
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	gain_arc_easy	18	18	126	0.18669194856825197	-0.09741526848126572	0.47104446866094024												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	gain_arc_easy	18	18	126	-0.17101693616653296	-0.45418914258279147	0.14378556407891543												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	gain_arc_easy	18	18	126	-0.1770231859178367	-0.4581494687202342	0.12337649865611401												
A_all_versions	paired_linear_regression		gain_arc_easy	18		126				raw_fpr	Energy	0.038317923911486584	-0.04111366803229033	1	"{""log_energy_ratio"": -0.3215368013182962}"						
A_all_versions	paired_linear_regression		gain_arc_easy	18		126				raw_fpr	FPR	0.027064375516261063	-0.02602876797703968	1	"{""raw_fpr"": 0.2702269795807351}"						
A_all_versions	paired_linear_regression		gain_arc_easy	18		126				raw_fpr	Energy+FPR	0.03954753106019193	-0.06295062136028706	2	"{""log_energy_ratio"": -0.26259193427175137, ""raw_fpr"": 0.08241426332366933}"						
A_all_versions	incremental_fpr_over_energy		gain_arc_easy	18		126				raw_fpr						0.0012296071487053473	-0.021836953327996733	2.7993300562659655e-05	0.06424629936005867	-0.09103146868946929	-0.005494037110938441
A_all_versions	paired_linear_regression		gain_arc_easy	18		126				full_moment_pr	Energy	0.038317923911486584	-0.04111366803229033	1	"{""log_energy_ratio"": -0.3215368013182962}"						
A_all_versions	paired_linear_regression		gain_arc_easy	18		126				full_moment_pr	FPR	0.020177818184956897	-0.031224300570063868	1	"{""full_moment_pr"": 0.233327970699224}"						
A_all_versions	paired_linear_regression		gain_arc_easy	18		126				full_moment_pr	Energy+FPR	0.03835087182227492	-0.07346201996984436	2	"{""log_energy_ratio"": -0.31216778907633225, ""full_moment_pr"": 0.013291930904266513}"						
A_all_versions	incremental_fpr_over_energy		gain_arc_easy	18		126				full_moment_pr						3.294791078833903e-05	-0.03234835193755403	1.4239732477914293e-05	0.07546151055736064	-0.08074544861149006	-0.007148965058593592
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	gain_boolq	18	18	126	0.11893177474496605	-0.24827084052042592	0.5015962435545348												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	gain_boolq	18	18	126	-0.12686192597227966	-0.4848835225946846	0.24836113192127515												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	gain_boolq	18	18	126	-0.1301387383367754	-0.5181397636046031	0.24632408540786807												
A_all_versions	paired_linear_regression		gain_boolq	18		126				raw_fpr	Energy	0.12247665176104705	0.012766557266138956	1	"{""log_energy_ratio"": -0.22768500735766878}"						
A_all_versions	paired_linear_regression		gain_boolq	18		126				raw_fpr	FPR	0.018606875987033922	-0.03007072372678654	1	"{""raw_fpr"": 0.08874512654254475}"						
A_all_versions	paired_linear_regression		gain_boolq	18		126				raw_fpr	Energy+FPR	0.14903580634924862	0.021643345452192264	2	"{""log_energy_ratio"": -0.33618957128706023, ""raw_fpr"": -0.15170657177724484}"						
A_all_versions	incremental_fpr_over_energy		gain_boolq	18		126				raw_fpr						0.026559154588201572	0.008876788186053308	0.0007578531841977582	0.10308786952820648	-0.0806257769611566	0.06449931543883947
A_all_versions	paired_linear_regression		gain_boolq	18		126				full_moment_pr	Energy	0.12247665176104705	0.012766557266138956	1	"{""log_energy_ratio"": -0.22768500735766878}"						
A_all_versions	paired_linear_regression		gain_boolq	18		126				full_moment_pr	FPR	0.019377345120268563	-0.02371249070271153	1	"{""full_moment_pr"": 0.09056385873717326}"						
A_all_versions	paired_linear_regression		gain_boolq	18		126				full_moment_pr	Energy+FPR	0.14543372771223229	0.018805797453473883	2	"{""log_energy_ratio"": -0.3256376666424648, ""full_moment_pr"": -0.13896662161151482}"						
A_all_versions	incremental_fpr_over_energy		gain_boolq	18		126				full_moment_pr						0.022957075951185235	0.006039240187334927	0.0003754510494452491	0.0833160945341259	-0.08900905952183588	0.0511123988686562
A_all_versions	mean_within_checkpoint_spearman	log_energy_ratio	gain_hellaswag	18	18	126	-0.3871341335638288	-0.6610360511995038	-0.09886957871293588												
A_all_versions	mean_within_checkpoint_spearman	raw_fpr	gain_hellaswag	18	18	126	0.35189783911096967	0.06903518367165717	0.619719902027825												
A_all_versions	mean_within_checkpoint_spearman	full_moment_pr	gain_hellaswag	18	18	126	0.36190825536314253	0.07548680574020074	0.6166416411338492												
A_all_versions	paired_linear_regression		gain_hellaswag	18		126				raw_fpr	Energy	0.15985519252278702	0.0779956359359606	1	"{""log_energy_ratio"": -0.96551125940135}"						
A_all_versions	paired_linear_regression		gain_hellaswag	18		126				raw_fpr	FPR	0.10478644525429925	0.0570487954112574	1	"{""raw_fpr"": 0.7817115388592817}"						
A_all_versions	paired_linear_regression		gain_hellaswag	18		126				raw_fpr	Energy+FPR	0.16277212307151046	0.0736713169298785	2	"{""log_energy_ratio"": -0.832039275971772, ""raw_fpr"": 0.18661498006283933}"						
