base	task	seed	method	module	analytic_energy_relative_error	saved_energy_relative_error	shape_spread	source_basis_sha256	nuclear_ratio
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.5.self_attn.q_proj	2.220446049250313e-16	5.093975663506001e-08	0.0	aa078e1e3a5eae8cf4ecc79fd7477d6ee4da24dc9efe26e745ae91ed05090eb8	0.9912480183607237
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.5.self_attn.v_proj	2.220446049250313e-16	2.994423375923816e-09	0.0	ae76b5645d9035f890a2d5848e42e649649fa642418575677aefe700b6705b60	1.0212150060193854
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.6.mlp.down_proj	2.220446049250313e-16	1.7367300930715146e-09	0.0	d197701b83ad2b21503b2e68f5f997a16b18587d722df4f6303857f87632a9fa	1.0073014500975965
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.6.mlp.gate_proj	0.0	1.1440813851848475e-09	0.0	462c725ced4bf0cff11310a04b00f39579a833528ac5f1ccf8b86c4e5c67f8fa	0.9785774248229018
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.6.mlp.up_proj	2.220446049250313e-16	3.42411432541212e-10	0.0	205f0a8e8901a8d96f9b1352efbbcdb6842e6c5a5d2fcd55d4e7cc14fd68ccd6	1.0103628632240458
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.6.self_attn.k_proj	0.0	4.690865029743918e-09	0.0	23c28e7364b12d19001eb3bda65967532a33343fce3bc184f75824cd02d3296d	1.0002080446439339
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.6.self_attn.o_proj	0.0	5.739804187498976e-10	0.0	e3c0c5d9bbbf8a33570b61f6154bfbb320a47ce9c167e2795f8652c0ec3947ba	0.9881557668990737
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.6.self_attn.q_proj	2.220446049250313e-16	2.0836269376545147e-09	0.0	193bc14704ebb2bbcc9ac0beb45d77c85b6d95b4367f6644f8737a3eb9b75937	0.9906758551098704
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.6.self_attn.v_proj	0.0	1.6433576721652798e-10	0.0	110c56afe0e4498ef7aa909c504d372f2f765c38cc698d64fd20c6916aa69860	0.9807936933371656
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.7.mlp.down_proj	0.0	9.999562844420495e-09	0.0	98623bd3bd132eed6a3ea0d0c1da19a715b97022f4d0efba4d6f82baf2647d87	1.0060735877862357
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.7.mlp.gate_proj	2.220446049250313e-16	3.574719853460806e-09	0.0	36161978b356046bf1000ab6931b1e22256dde368ed8db01858c851f35286951	0.9702834058336608
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.7.mlp.up_proj	2.220446049250313e-16	3.164796869015163e-09	0.0	cf07d69c38a07be34770f8e36b22d9f2383562faaa7cffeef4918c72316bd5f3	1.0012588404246028
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.7.self_attn.k_proj	0.0	1.5252861196302092e-09	0.0	557ac90738bc4d7a440d3653114d1d9a84040404c3d307fbfca66c4d6ac84761	0.9948546829457108
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.7.self_attn.o_proj	0.0	1.7533214879961179e-09	0.0	e0eabe535c8b7b0ed3559002c33bf28f17d9183a4437b48b508fa6a41cd09f4f	0.9866063526807066
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.7.self_attn.q_proj	2.220446049250313e-16	4.364533179312957e-10	0.0	4433bb817f0bdca174a426bf4f05d4c93f5c493be4e45405f5c1d489df27772a	0.9921023365480801
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.7.self_attn.v_proj	4.440892098500626e-16	3.3608715810373724e-08	0.0	01e2cbee59c2abc0ad3cf39cf98979222bb6a375de5335773deddd8b0a1ca985	0.9957537000194163
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.8.mlp.down_proj	0.0	2.5922080038043305e-09	0.0	cc35fe67d91d4b118bc8da2f2f8a37b8b7b2ebe4852b8632106eec4d61b74495	1.0036717612703103
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.8.mlp.gate_proj	2.220446049250313e-16	1.0422098517537393e-08	0.0	de8f5e553d4ffd0bdb54b181ddaeee1fce2ab1db66bd48c9632aac89072b6847	0.9981213040335197
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.8.mlp.up_proj	2.220446049250313e-16	1.6482868403500106e-09	0.0	04bfaf516c8ef2560ec8f0021156f10a1e53e9954f5259f4be54d875d2fff07b	0.9889269385176424
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.8.self_attn.k_proj	2.220446049250313e-16	1.4498564571141515e-09	0.0	0d67f4efe0496c76df03d0e000830eb1e4ef57318c8b3e6ca1f9f9fb710cc622	0.9962522438752485
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.8.self_attn.o_proj	0.0	7.754185515906897e-09	0.0	f57f901b2c2dfc6688c4884795f1734b331d8ece07723e347ea9383cd2e2ea37	1.001823383319454
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.8.self_attn.q_proj	4.440892098500626e-16	1.6065941466081313e-08	0.0	19c68349269d9ff4eeec8dc3e5ad5a62c7fb628967d8136991d7fd86167f9cbd	0.9868874155422178
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.8.self_attn.v_proj	0.0	4.3143896233388546e-09	0.0	d6adeb40a43bc3b964f18a03f600113d04f7d2b2645488d128f8c6739ddc8df8	1.006250210547647
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.9.mlp.down_proj	1.1102230246251565e-16	2.428381495889198e-09	0.0	6b983465e15e6b989dce81769d45432c885345045cda9a0a0ac2c5c50becd5c4	1.0140908989985016
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.9.mlp.gate_proj	2.220446049250313e-16	2.4842907730970865e-09	0.0	ce00fecbcfb86bfff55d7117c8dbe9fb094963f1cae8db0d94c7524d49b37374	1.0004026646407251
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.9.mlp.up_proj	0.0	2.725542680437343e-09	0.0	bbef2624ff0c969297133be1d3ef6f730a1da6c94037f9e45990a0016c20d9f6	1.0032855830620018
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.9.self_attn.k_proj	4.440892098500626e-16	4.543463827388905e-09	0.0	c1809b7c98eb4097d64060655fa0053b3c2694259e73cae0b98ecb85f81e3de0	0.9981160319870234
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.9.self_attn.o_proj	3.3306690738754696e-16	1.6172834182981433e-09	0.0	9c395d6bcf74f88fbc5527049f53dd74e5d10d419a3ab082ede756e45ceecbdd	0.9863882420236033
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.9.self_attn.q_proj	2.220446049250313e-16	1.4025740568968104e-09	0.0	eb2e4604e14d8b54cb8b53fc6a82c8b4cb6b64f243971f971c837ddfa25fb7b1	0.9905957789990942
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.9.self_attn.v_proj	2.220446049250313e-16	1.3546370691841503e-09	0.0	44c419ebc7e1084e8b17f06ae7968ff2eaa434d7d4faaa70943d73e703abd0ee	1.0054632949023241
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.0.mlp.down_proj	3.3306690738754696e-16	5.891646726041699e-09	0.0	5bfd003b377e72b541aa7dd23381cdcc642365f3f3f65673597efc3177e14998	1.00113968634604
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.0.mlp.gate_proj	2.220446049250313e-16	2.7159439142110386e-09	0.0	9904b6559fd2cc7c05ccdee0a6d8a6e5bdf38b747d99e8a37549ee174f63ea13	0.9796871626418702
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.0.mlp.up_proj	0.0	3.57168716824674e-09	0.0	2b6d2a42ebc688b84d0930ed72ef4c25b00a18594cee5a2498d9d5babdb9c554	0.9903182048131101
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.0.self_attn.k_proj	2.220446049250313e-16	3.6258912539111066e-08	0.0	b203824c73c8c98c842aee65c4fd6b7c71e64706c9d8814deed792744a7df519	0.9896898325280711
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.0.self_attn.o_proj	0.0	1.7842023414260666e-09	0.0	262f4bc1e8c46df4afa90c651f47140a1cbc7df166d4da0440755505507f5c00	0.9899447943034888
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.0.self_attn.q_proj	1.1102230246251565e-16	1.661809623243471e-08	0.0	e1bac18b8cfc0fcb96ada6f3d5763103b43cfeff1907f0a07fb99f4b85ca31fe	0.985595856776291
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.0.self_attn.v_proj	0.0	1.2219556477788274e-08	0.0	41cce9ec6fe59ae24fdd7e164c5066e25f94b850b56550e7d1ed374527c344b8	0.993825184420707
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.1.mlp.down_proj	2.220446049250313e-16	9.71365077262476e-09	0.0	192b1c91a749ed79dd4f98e7964fe07b9daee8692b5ce1ac47605b6e484d8346	0.9967146032785662
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.1.mlp.gate_proj	0.0	1.0379810344574025e-09	0.0	1ec83acb093b4a3fd0a64620bbe82a0674f612ff74344f36f580dc2d63a50c0c	0.9966421954896435
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.1.mlp.up_proj	0.0	3.3587960190928356e-09	0.0	02bec9100ca3c5a842324ee1edcd66cf1746cfc8496fa56fdd3c26387b0ecd20	1.0151166293734606
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.1.self_attn.k_proj	1.1102230246251565e-16	5.3742468253403786e-09	0.0	d293cae3fbe154aa707c61064843a7d1289411680479f3b41c4d503709775e91	0.9979325944625312
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.1.self_attn.o_proj	3.3306690738754696e-16	1.0296208330373702e-09	0.0	d8033829a657d626ccd8f9620f7b369cbef1155048a68a2c25e9a570e6c15fd0	1.0015680319620657
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.1.self_attn.q_proj	0.0	7.994899187124815e-10	0.0	488a69d32b79ea2d75c87f22d7869bc8f793825d21475c7e1a4b309d26aa6d25	1.0013717799475783
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.1.self_attn.v_proj	1.1102230246251565e-16	3.0007087925554288e-09	0.0	f7084c8b60cf3b51efe87073cdc2e6ab2e9ba00bf5855f56a2014e3dfddea3c0	1.0005493446488634
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.10.mlp.down_proj	2.220446049250313e-16	5.48006795497713e-09	0.0	1455ea7696495208997b2085568b34c977f80d701961c4023319d652d72164ec	0.9993263316870721
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.10.mlp.gate_proj	0.0	4.999258784721405e-10	0.0	f28c7ca5cd93131b3f54bdbd21e575cfae9b9c9de4c271ce337852ffd153a360	1.0145509547386053
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.10.mlp.up_proj	2.220446049250313e-16	1.785763648065597e-09	0.0	7a26f75a81b0b8fb6e6aed979c04a8314d4476f20b677f153d2ec80fc577dc0f	0.9955593375455738
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.10.self_attn.k_proj	2.220446049250313e-16	3.2480673706203333e-10	0.0	65c32230f02bb52c4a191ef7ef7f1171e79ab89e335cfb8add33cf0995518071	0.9965897139313875
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.10.self_attn.o_proj	4.440892098500626e-16	2.839293689049782e-09	0.0	c89fa3d88dbd83dd8c86068440480171bc3d0134a77deae65af4712f023e91fa	0.990295668753394
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.10.self_attn.q_proj	2.220446049250313e-16	2.14962292410803e-09	0.0	51db4a97626737c73fffc4c443db6c964255531386c1b1b16717ab325c293351	1.0065803245403104
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.10.self_attn.v_proj	0.0	1.7221765125086108e-09	0.0	f2ea9e3ba7d773c4bd5595b6f0c3a59252fd476ad0ff32daed2642c4c2cc4d6f	1.0004041570353601
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.11.mlp.down_proj	1.1102230246251565e-16	5.870630792603748e-08	0.0	d2097d02d43e129f9c80436568c37d9ead89ded0235e3a8ecfe0e0c6e93f246a	0.9981538567982454
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.11.mlp.gate_proj	1.1102230246251565e-16	4.797484076668468e-09	0.0	08f91404f13df985207941b20dce0a9f89c467eb81a2fd681d68b86984e0d718	1.0024728924235777
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.11.mlp.up_proj	2.220446049250313e-16	2.118766495584623e-09	0.0	aeed956a742940b1afc889e216da9b58ab0f354a0f193f05c8f61c42458eb81f	0.988851243193069
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.11.self_attn.k_proj	4.440892098500626e-16	2.3452333408613413e-09	0.0	cd41ca5b5ee38df56372822a0a92765a970dd9e65e8ed0dbf804ace9611dfcc8	0.9938475031906208
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.11.self_attn.o_proj	2.220446049250313e-16	3.80550202461194e-09	0.0	9eebdd9ec91ebdf65e727efe200d2040ffab163aef41275a2bea43ab9cd941a2	0.994778031002186
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.11.self_attn.q_proj	2.220446049250313e-16	8.235289117308753e-10	0.0	4a324f674463eab95df9158f93eb2c10d7a8169bc0fc1210f458554dfbf01086	0.9975449352679711
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.11.self_attn.v_proj	0.0	8.632046633039181e-09	0.0	3a56137575c412c9dc066c74d20490b3dd03975cf8c33ac538275ed4f5a93eed	0.999160040630806
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.12.mlp.down_proj	1.1102230246251565e-16	1.1575077896175401e-08	0.0	5f9b3d9b4b0b9e0f79fc90b0dcae36fb3da01d94f0393d0091915fd1bb3014a4	0.9958675653469141
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.12.mlp.gate_proj	2.220446049250313e-16	2.0455066418456624e-08	0.0	8c7e63e173f9f6f1bf85085533659fd80a1126d445574ec9b0e344a67996d514	1.0020445896292332
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.12.mlp.up_proj	0.0	4.5777481805231446e-09	0.0	719b0754cd67c82572670e19753392043e0e24a2f486c52a3b784ac1a9d0488f	0.9895423831343754
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.12.self_attn.k_proj	2.220446049250313e-16	7.856814798756773e-08	0.0	5cceca54cb07503ef6cf5722e9c18496b168fadabe32ab2c3dd974835fbcc629	1.0017716106810475
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.12.self_attn.o_proj	0.0	6.279942121878435e-10	0.0	14e8642653793d62892a2af202b882c03c2bb8ef88ccb084ac1db7167ba09f77	0.9936654426046749
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.12.self_attn.q_proj	0.0	8.179372068539692e-09	0.0	b14858a03a72986dbefc6546df1872d3d0f168f2669bb6f90d439164dcbd6331	1.0019769218238375
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.12.self_attn.v_proj	2.220446049250313e-16	5.9348443937068396e-09	0.0	3e11989f19673c553710084024f74e38909b4857cd86c8d524f25e2edc3ba080	0.999308606746269
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.13.mlp.down_proj	2.220446049250313e-16	2.0346003770654875e-09	0.0	cc39a625b2bfc629c4d83d357816ad7038448cd9bf005b5f74127db19bf2d8ea	0.9974396146317355
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.13.mlp.gate_proj	3.3306690738754696e-16	2.5938875491959834e-09	0.0	478098d93f7bd6a2d34f0897344e54a3e71fca965208ca9e55d762c86b38b926	1.0039383268229034
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.13.mlp.up_proj	2.220446049250313e-16	6.058495927163676e-10	0.0	7ba777c4ba4e86495c738e15d4ed126ea53be57382a426eaee48086c37a1cf4a	0.9869617549611931
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.13.self_attn.k_proj	4.440892098500626e-16	3.327253361717908e-09	0.0	3567ab5d4bf55bfea8d13205873c2b5210449d94567941d155fc6540944e170a	0.9982476199619094
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.13.self_attn.o_proj	2.220446049250313e-16	7.4084680612429565e-09	0.0	2d4a10c7d7472882624b780f0933ace1f7c31823d5aa7dad72fdc7ce751a5af7	0.9931876821192338
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.13.self_attn.q_proj	0.0	5.268531166890966e-09	0.0	303aba93f8832aa461e62cbc6b39c866f232f1f30c738d0d05949fb13329117d	0.994172643789187
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.13.self_attn.v_proj	2.220446049250313e-16	2.3260349202303132e-10	0.0	e12cb391afa91237baf3220a21a168852d6b03cda0a43c7616143df4575d1eed	0.9964605602001774
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.14.mlp.down_proj	0.0	8.952029117992311e-10	0.0	634f895292bdaf8d694df71173df7e98f8fd5c032722684ffe40a7a97e3945b6	0.9959630089210316
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.14.mlp.gate_proj	2.220446049250313e-16	4.41757075364535e-10	0.0	fc26f7f53b515554b40a688b405a8330fd9030e0160d21d8616cbc05dfaa2b10	1.0002356020915109
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.14.mlp.up_proj	4.440892098500626e-16	7.231225618298254e-10	0.0	a5edd5248b8cf535fcec6fd0f007f6c08c4f1ea4e764c5843c960effde4a861c	0.9931392892242349
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.14.self_attn.k_proj	3.3306690738754696e-16	3.735890263811825e-09	0.0	21786b2f950117098fd720ecb21269f80465a0d846122ecbfce7780cb5449b5b	0.9961647636789916
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.14.self_attn.o_proj	0.0	1.2539452809434692e-09	0.0	8257ed6de42593376b4daa8be9d6e5e5eb58f33b83651ec896978975d05d41a4	0.995394449283559
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.14.self_attn.q_proj	0.0	1.465904098107984e-08	0.0	caa1c7c402cd1c473b049741d05dc09fda5fcf4ceb917b58de68da77c5eab492	0.9870431850017313
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.14.self_attn.v_proj	0.0	3.895522127095319e-09	0.0	a9673de05a0640b73b9a5a6fc5ac6665d8469053129ff3efb7f0127d49407d28	0.9973768726403046
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.15.mlp.down_proj	3.3306690738754696e-16	5.21871568182064e-09	0.0	a366fb5e8b337feac327961f7d4e9551f183d5943ee34abb7991700930854992	0.9967426232919314
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.15.mlp.gate_proj	1.1102230246251565e-16	9.130434852622216e-09	0.0	08553c6bd7480daed3a25ad4a181b621fa472ea3c2a854865b2d45c317100244	1.0025243023276877
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.15.mlp.up_proj	2.220446049250313e-16	3.886993393820148e-09	0.0	71e7039c8885865f905f400b22b050e9da5b925bd7afb1175af167a671377325	0.9922012151213766
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.15.self_attn.k_proj	2.220446049250313e-16	1.256131532123561e-09	0.0	3363cb6a353cb9cd8c621c38e122378f618caa2259f6c53691691f30c96bc81c	0.9962860773427422
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.15.self_attn.o_proj	2.220446049250313e-16	2.003249122140005e-09	0.0	a51f431f88289b734a6a0447cb15818fb4b35c7d8019cd6480c5adcf2a406108	0.9919539570162405
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.15.self_attn.q_proj	0.0	1.1327341287170611e-09	0.0	7299bb8ac59129948e5023313db74c00c6245aa904449ae6f325d8f2243af8f9	0.9969172567282184
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.15.self_attn.v_proj	1.1102230246251565e-16	9.101659426136166e-10	0.0	bcd71c761f4780018b7dcc5c30ea78266a7553b406adacd1ec9b18805367560a	0.9938458832528192
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.16.mlp.down_proj	2.220446049250313e-16	6.398258589612738e-10	0.0	9790a4088a9e9d8c0d1419d3e49e510841658a59a55b011409ff71563d00dca4	1.0059728676554096
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.16.mlp.gate_proj	0.0	1.4704859552239213e-09	0.0	c31dde295a3ba3389d29a21998de11949231add7e25f49a579ea3888706ffd6b	0.9990460962550065
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.16.mlp.up_proj	2.220446049250313e-16	8.926978045664669e-09	0.0	214bdbce766a44c9c0a42fd55c048707145ff8873bf88deb015239c6737703f0	0.9966614696161733
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.16.self_attn.k_proj	0.0	3.503198953147546e-09	0.0	b172993e6f89694565f067ac2e09a893dff12c8ee6141cedb0d01878c04a3914	1.0020909465587469
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.16.self_attn.o_proj	2.220446049250313e-16	1.78185222132754e-09	0.0	f893b7c3be25da77710a945c7887119a27cdec28c41d68e22eda3d1154b451b1	0.9930752773772631
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.16.self_attn.q_proj	0.0	5.880461229068601e-09	0.0	4d927e704942aac0867115f6fcda56f9b40962caaadb0b1849ca9dac596f0629	0.9958565268477761
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.16.self_attn.v_proj	6.661338147750939e-16	8.383175931214737e-09	0.0	c013ad87bc94e68fb211ba6ea2a4289eb91b66b36f28565f3d9f810d30dc4fd7	1.0009107599271507
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.17.mlp.down_proj	0.0	4.3114030123803104e-09	0.0	c9755be47b0eb6ad12f4c2be20cb8908491e890486cba75ec5ab676d6b0a22f6	0.9962841756530507
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.17.mlp.gate_proj	2.220446049250313e-16	5.261539870460297e-09	0.0	a02a7da5bed72a84d8a03d8951eb56ca3e3ff86b477da43d59c5f8193ba3ac0b	0.9969504625096989
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.17.mlp.up_proj	0.0	1.0470065925360927e-09	0.0	06de41f9083cef3ee0c1ba02e8096c7a6cd752512b6ec8fad39b110ac3d9ab12	1.0004443420066778
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.17.self_attn.k_proj	1.1102230246251565e-16	9.360538433256238e-08	0.0	af62de845857fb7e1ee9cab1519f31bde353de6ef6cde857eb2309bcf6a88f20	0.9979324431311416
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.17.self_attn.o_proj	2.220446049250313e-16	9.122642463665898e-08	0.0	e5ea262f4bc2566be4c9b913af26fd7d5109465309a50f2ce96f1454e8b37b20	0.9914048462822084
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.17.self_attn.q_proj	1.1102230246251565e-16	6.228062487956265e-08	0.0	0cc69dc9968032fa56f6d0c91ad28870b2355d34ff619bfa812cdc5c6ffb1193	1.001147540556522
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.17.self_attn.v_proj	2.220446049250313e-16	4.027440270171212e-09	0.0	2c74e9f752c4d8c3521f0115790b8760274e4ecbe55af98eec890cc3a72ed7fe	1.0020348229082776
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.18.mlp.down_proj	0.0	1.0913048020810834e-08	0.0	aefa4df83819ed540330507de9b90f7e81e36892123ece01d18a64e9a9a5cd27	0.9992889135778452
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.18.mlp.gate_proj	2.220446049250313e-16	1.6565679938906896e-09	0.0	71390a7ce4386c6f21dd089fca556567e2059910aba333edd16c8a928d2146df	0.9928285759151129
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.18.mlp.up_proj	0.0	4.8680259379096924e-08	0.0	2958a73c6bbb171cb853acdb395666f30f96b352b3956f9fbc44b3ed9b5456f7	0.9947373624376862
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.18.self_attn.k_proj	1.1102230246251565e-16	1.7498155369111146e-08	0.0	6e3282f1a71644cd835e9a7cb92e2e3e7eb27427720f254f2401693e6c2dfc9e	1.0041544176195984
Qwen3-8B	metamath	44	flat_e	base_model.model.model.layers.18.self_attn.o_proj	1.1102230246251565e-16	8.772318627059406e-08	0.0	f41c314084309c3ce73299ca170f9e4a4d5b335587901447cb77ed763fc9e134	0.9914684940844759
