base	task	seed	method	module	analytic_energy_relative_error	saved_energy_relative_error	shape_spread	source_basis_sha256	nuclear_ratio
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.22.mlp.gate_proj	3.3306690738754696e-16	1.0712302156434816e-09	0.0	40559c173829844d5d0aa846e51e832a6b16f3dd6f7cc7b677f473c83df43a98	1.0179322194133045
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.22.mlp.up_proj	3.3306690738754696e-16	1.434096286168085e-09	0.0	53b03bbd675f256c9c1b6da54e1051f303b4095cac2afcbcc674ecaba7a847f7	1.016464029307986
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.22.self_attn.k_proj	1.1102230246251565e-16	1.5958179222508306e-09	0.0	0e1c4cd0f3c22796aeca44bc5bb3cc19d0aeaa7895b1c10f3f5a227dd798fc00	0.9968279158301642
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.22.self_attn.o_proj	1.1102230246251565e-16	9.252962840378132e-10	0.0	a301305fa236b5059933eaedd23838c63a8c71a0dcbfa67561165dd73d6d4f7c	0.9938454765094351
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.22.self_attn.q_proj	4.440892098500626e-16	7.15534573814125e-08	0.0	88badb8b1b4bbc454b62cfe0f13cbfbe6748f8c3b963baa79994dab5f655324c	0.9833630300219315
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.22.self_attn.v_proj	2.220446049250313e-16	9.742487927510979e-10	0.0	3a255ccf796bead780a07f4715ff4b1d5b5472ad789ec7de856093052dba9013	0.9809620108337498
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.23.mlp.down_proj	0.0	2.1571888719762455e-09	0.0	f98b2b1e44845f736f63b21b3ee3df801689c70d24b4405df7d1bac7700746f1	1.0062227317328367
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.23.mlp.gate_proj	0.0	1.2645018365731175e-09	0.0	8d12defa03a56e459a86fb965ffd51dbd5afe5e9115f0eaa18d8dc7474f175f7	1.0078941856612817
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.23.mlp.up_proj	2.220446049250313e-16	1.9364667647181477e-09	0.0	3ae39cbe4c800fc1c0f93ad2c5998d5db261a826fbf0c59f0ab9feb6a759d702	1.013803699918279
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.23.self_attn.k_proj	2.220446049250313e-16	3.808295123697292e-09	0.0	dc6d470111196d220f374eae65b79a30fb74b3fc4887805988720c1fe25aea17	0.9907811619245819
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.23.self_attn.o_proj	2.220446049250313e-16	3.0285365326676583e-09	0.0	cadd3827d30bf42967c14044a3a95b05b659c3cebe24b221a67bb673efdf5e33	0.98239042201444
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.23.self_attn.q_proj	0.0	5.2586427878864583e-08	0.0	4ddcb08b05eb19c168a55ccc3c6fb6cf8f5196f47ea801f5c858fbf93d165935	0.9856449468407124
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.23.self_attn.v_proj	0.0	5.880312325956538e-08	0.0	d00727740580412dc361598ca624726016d3fbc6b05b2c9ba2b884be958adafd	1.0020388477982605
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.24.mlp.down_proj	2.220446049250313e-16	7.384399758336713e-10	0.0	d245ab540bb4536ff50cab9bd4dd0df3fc799a94e69d0c185aa224a2376ebe3e	0.9909611657558535
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.24.mlp.gate_proj	4.440892098500626e-16	6.399491381259281e-09	0.0	97ce85c02433f9d696e4ce484398f3ec0cea250989da49762f6d7889bfba2cf5	1.018073879244561
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.24.mlp.up_proj	2.220446049250313e-16	3.7465786029144965e-10	0.0	16bbecb999fb7b57e07963e0299d9196db9d67038cc6ebdb1c1be7bebbb80e8a	1.0180295082834443
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.24.self_attn.k_proj	2.220446049250313e-16	1.188045828381945e-08	0.0	7e24743d175423810660fb7b3c14918586b77f627fd274dd94d01e8f04c9486e	0.9950720211497425
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.24.self_attn.o_proj	0.0	1.3809812182685732e-09	0.0	1532b9d4c18e9908244de8bde4282b9b57c1086154e0b81996c9aec6a6171056	1.0078573013783743
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.24.self_attn.q_proj	1.1102230246251565e-16	3.828156902585533e-09	0.0	38ee25a59179502600090793a052386d624c4538a50d97bf62144196d089e1ba	0.9798528085948831
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.24.self_attn.v_proj	0.0	2.2457072867965167e-09	0.0	e929c03ae680fb6793785a29a8f93fbf181320cb9f38a866f54e389fb31ea22b	0.9860833178625504
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.25.mlp.down_proj	0.0	4.5874752885310954e-09	0.0	59c4b5c0c083b2aa743ee886f2328149aa25bf8ebd0a973374a646eb941866c8	0.9853471154123337
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.25.mlp.gate_proj	2.220446049250313e-16	8.116875171992888e-09	0.0	88db28c56172d50b2e14b58e337a1009892f5d8524715fa348a50636107917d9	0.9792338893700095
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.25.mlp.up_proj	0.0	1.3850475211185653e-09	0.0	e322031c6f250499174959a1a22773da3de335742a12eaa83aa53b77fba0829d	1.0066876101871753
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.25.self_attn.k_proj	2.220446049250313e-16	4.911184792177892e-10	0.0	dd29e35c92948081675c962735c4ac7ac5a31dc45e9f2b4ca0dae730fd4be5e9	0.9935671648880778
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.25.self_attn.o_proj	2.220446049250313e-16	1.797805015968379e-09	0.0	d2d67e8a784ad54cbf2006106228d258b77070f7cfd13d1d796274568109aee2	0.995816300400743
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.25.self_attn.q_proj	0.0	4.5705217388558594e-10	0.0	e21f88c91fd33853445ad1ce7b4e704f49ea03c665d02ba93c2d29321d8072b0	0.9810549206053961
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.25.self_attn.v_proj	0.0	2.9059463724223633e-09	0.0	9d6df1ca240c8f70d9f8b9e41d916c47b161c032b2aa9fb0a5b1d298d87c37bd	1.0022020317678568
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.26.mlp.down_proj	2.220446049250313e-16	6.046958489491772e-10	0.0	b93e985fe9f90fb0c2e27b56e8f81c2c3bead767829153c340464a31ccf8c347	1.008965321304366
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.26.mlp.gate_proj	0.0	1.0793790417018556e-08	0.0	898ed88b2839480a0dd0449364b46d213cee9d94a9af17637603d34dc9454d71	0.9773768123944674
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.26.mlp.up_proj	0.0	2.8952362729484094e-10	0.0	aae51c2118ecd532390c9c8033c16da26be6eb9d733c4714b5297f9b843f2ffc	1.003149619985197
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.26.self_attn.k_proj	0.0	6.382913753100183e-09	0.0	798f6f9e58ffacca59b9a59a07518964f67c59a4f227b5bca4d477d09ea37b0b	0.9907734252099101
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.26.self_attn.o_proj	0.0	5.243941836319266e-09	0.0	6adaf6b39667d32a44a2c7c16824be667cd1dbabbf066836afff19910410fc37	0.9780488432010037
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.26.self_attn.q_proj	2.220446049250313e-16	2.7095441446078894e-09	0.0	7e593d001bb40da72483acfd0570bd188d9fa94c6cd9b0c7b4889c2eaeceb48e	0.9780280118505761
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.26.self_attn.v_proj	1.1102230246251565e-16	2.4310867097199207e-08	0.0	d114f3a9107b6e24a4e6d85673bb5b41196fcee4d1685da63ac3f52ca9b53b3f	0.981799925170503
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.27.mlp.down_proj	0.0	9.568237313573036e-10	0.0	ad54183f35dcdc2eb05178da0ec69ab42a3034e68bad6625a60abad2c14fa71e	1.0065680101536263
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.27.mlp.gate_proj	2.220446049250313e-16	2.4852742086522994e-10	0.0	76d3ae04dd88a79f26f2c1403b3b7f16450efd06995a715545959f53a687c262	0.9822430275183301
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.27.mlp.up_proj	2.220446049250313e-16	9.992650040757667e-10	0.0	19eebc01d0f89070236caa64be9f4f39957f8336ecb281627dfe111f8b374bf5	0.9960401896370944
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.27.self_attn.k_proj	2.220446049250313e-16	4.696835809170352e-08	0.0	2d6b77c46253e0608e0208b788ed6feba151defcd9e6651b08bac77dc98bb9a5	0.998246616288481
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.27.self_attn.o_proj	2.220446049250313e-16	4.776677720030875e-09	0.0	3c22cfa61f282716a6e1b949bc81624219cae6d942087cfc2c2d4152d30bde6f	0.9935083191678477
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.27.self_attn.q_proj	0.0	2.1619483980828136e-10	0.0	abf65d77bf9e79cd0c3d36979ca6c08c4a56434acb595e22e8f5823bea59040d	1.0049706978610693
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.27.self_attn.v_proj	0.0	2.0642330289533106e-08	0.0	ca463f1e2c35bce0127d8124f47da610e42767aecd5aa6ff882585a552286f5a	1.0094355766907341
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.28.mlp.down_proj	2.220446049250313e-16	2.4268020926143663e-09	0.0	9513f924cf0ca04e4d8ae5f054cfaed9d145bd242bf091e7db98d70e750c4a0b	1.011341682832274
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.28.mlp.gate_proj	2.220446049250313e-16	5.75692538085093e-09	0.0	de9e9939f554a9dc26732e4cb5dabbbbc39fd35a3bbc0877c0483e9ff67c116f	0.9715118753169302
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.28.mlp.up_proj	2.220446049250313e-16	2.850645164365062e-09	0.0	440bb8c0168551d91b38b562b8c6f8f484735b67683aade8b6f8ab9703fc9a07	1.0056410243634277
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.28.self_attn.k_proj	1.1102230246251565e-16	3.827534955647138e-09	0.0	6567f7a3cc81092037180d8a5719330f2db47db3048882bbc42a815faa663da0	0.9942544494636995
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.28.self_attn.o_proj	0.0	5.596672569829764e-09	0.0	af7ed3ae0b709abc2c957facd343bbbddb0264a768eead57dc9d6e96a9ce3b91	0.9886055161359621
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.28.self_attn.q_proj	2.220446049250313e-16	4.214491200471571e-09	0.0	4aa17b8718d3446b97e92ac84116a4aea9d96b00b9790707af1ce04b5f6010ec	0.9771027282960153
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.28.self_attn.v_proj	0.0	3.936135417603737e-09	0.0	a1dc9df32b9d73da1e0b3bd2db3ea512b1bb3825b39b05084f1c5bcd7818f1bb	1.013140997195321
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.29.mlp.down_proj	1.1102230246251565e-16	2.461895132199743e-10	0.0	d584332d7666d747834308687393238b3b598c92231e99637b45dc1ecb691ffa	1.016540342194557
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.29.mlp.gate_proj	0.0	9.819938195931854e-10	0.0	6791da74da0938334eb96ec6afc49ff536ef0335a3cfef1e5a6ec39b91a3fbc6	0.988719821037197
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.29.mlp.up_proj	2.220446049250313e-16	3.178047602858669e-09	0.0	4f5544210eed176edb181503a42112022db25abb7bc52c682c60f09b9d7aaeef	0.9744758606658624
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.29.self_attn.k_proj	0.0	9.653023158584517e-09	0.0	60a34bef9f21f3e59f843ff7f543870027d6f088ca905ebb8a5fd5b439f4f750	0.9944056381033436
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.29.self_attn.o_proj	3.3306690738754696e-16	2.196544279797763e-09	0.0	45b9bd3463142fcb61ed994b16eb0bab15a80fed1d21c6a08a91eadc5d57fa93	0.9948696176885726
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.29.self_attn.q_proj	1.1102230246251565e-16	1.231393664813396e-08	0.0	782a34b152c8789b054d29ccf0cb122d87fab05acb460f3e60b41c726c19d929	0.9990117767834713
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.29.self_attn.v_proj	1.1102230246251565e-16	3.561798567197627e-08	0.0	2b254d23e09220be2f267a70005596601ea58c2c5cb4fa2eb005e8c56f7815c5	1.0074447105398787
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.3.mlp.down_proj	4.440892098500626e-16	4.3284420492284426e-10	0.0	17255721f5e4f4b06dd7e2dcc17460e67274fde94b4e0803c5e549c8fbdb4188	0.9894411098202722
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.3.mlp.gate_proj	1.1102230246251565e-16	3.3755064299256787e-09	0.0	bf38b15c654d8d50f3052f6cb4c7872e68ce56f7b4cb73d8f6c1092fa2a17c8f	1.0080037318999047
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.3.mlp.up_proj	2.220446049250313e-16	4.1108929593747234e-09	0.0	9e37dfaa044219f68b13e778ea9d3769e36bad94c01fa1003cc266588f21373d	0.9999789664452411
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.3.self_attn.k_proj	0.0	4.843320822178754e-08	0.0	bb60e1841acb158289e53610379b5c05f9140fa1cdca93148437414a644fddad	0.9998028402979706
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.3.self_attn.o_proj	2.220446049250313e-16	1.7263377394272084e-09	0.0	b00911782f1cfb46f983a13061b6d06a618418b244702b0008c790ba1d1f4b89	1.0037426350268672
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.3.self_attn.q_proj	2.220446049250313e-16	2.0964704416925883e-09	0.0	1ab814e74cc1fa7c24c02566aad9dcd63d2a7ce6337b0b6962f7b3b423741788	1.005899248384698
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.3.self_attn.v_proj	3.3306690738754696e-16	1.0778170578262802e-08	0.0	53e901c1d02782d6f6e07ffe0d8d6f9a5d97624e09f118e13d45faedd0a05298	1.0144491185353939
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.30.mlp.down_proj	2.220446049250313e-16	1.0806695538434496e-09	0.0	886039b236f5de4d9f9bd863e72a3b187d1df32706b1b616a940a8ae09554d4a	1.0138212412820293
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.30.mlp.gate_proj	1.1102230246251565e-16	7.0876542412889876e-09	0.0	246f9faa0456c20302774e2d0f3bfb82149891ac10c7afab23fcd21f08bee561	1.0006816417380109
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.30.mlp.up_proj	1.1102230246251565e-16	7.953433578400393e-09	0.0	d49e422dce267c07515b2ca500407657d8de30c88ed39cdbc3d5054a9d2f247c	1.012963116647976
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.30.self_attn.k_proj	2.220446049250313e-16	2.512627883533014e-09	0.0	8003fa7374adbb311075cb0fcdd57cbf3116d41300f2cb884661ff431a772e97	0.9976033107287894
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.30.self_attn.o_proj	1.1102230246251565e-16	2.7414464032204933e-09	0.0	d49c6a23992a34a666bda6081ddf67b8e70daee0be5471d8bd9c3ba4f36f9d93	1.012211559580193
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.30.self_attn.q_proj	2.220446049250313e-16	9.233540043673827e-09	0.0	0f4a810a6b5151c2b1e2fdfd179adbdd57a96a06db51c33c4615bb56d85d11d1	1.0031693230609977
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.30.self_attn.v_proj	0.0	5.184313534023488e-09	0.0	448c92f8e00d41e7367e4c225537b4f7c3d2f31839bd7a9ae6c6ce382f9acd09	0.9927174621350578
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.31.mlp.down_proj	1.1102230246251565e-16	2.4944712961882942e-11	0.0	321db97cb82ac6360000ba1679f3f4a71965316e8d92619d836041229c66e761	1.0097400645660317
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.31.mlp.gate_proj	2.220446049250313e-16	2.049516334423629e-09	0.0	638cc1b91425a8bc3bc6f9ef75be2d31b2037298c5e29c8cac90ef3533d36b68	0.9736508642551247
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.31.mlp.up_proj	2.220446049250313e-16	2.565718526525984e-09	0.0	a7308de4a406dfa2e1f6fcd26738c8f41357634489dc28443b35e0881ec7bbf3	1.003544775378292
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.31.self_attn.k_proj	1.1102230246251565e-16	3.775587620324927e-09	0.0	28e9127836fe19d8a3f4ad50c3c29edb5c082b659957b7e56ed2eca4d74ce0fd	0.9900962820119914
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.31.self_attn.o_proj	2.220446049250313e-16	9.074639484296654e-09	0.0	934cdfedf8e4db50632b0ab7380a10ea7a61db2ff526b59706aa00ff2f5071b6	0.9866222517853204
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.31.self_attn.q_proj	0.0	1.54572314947643e-08	0.0	be585282cf14bebc00daa2e9e5ba3dc6e4b55c11ec76e5c097646b3e860a0f7d	0.9927856652502289
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.31.self_attn.v_proj	2.220446049250313e-16	1.2864187493022428e-09	0.0	88d33a5d2ea2c24d0d5781690baf87fdbe075f9b14d5ee3adb524707a5ffb628	1.0045867410126639
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.32.mlp.down_proj	2.220446049250313e-16	4.293378985664731e-10	0.0	98afd23fac7934cffb9d16616dd370b42b423b9f2c12865c08f4896704b8ac25	1.0175894775964764
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.32.mlp.gate_proj	0.0	1.350494160945459e-10	0.0	6a1b6c3fc3536e7f93db95e47ad466eefb889cd41d3fd8811193aaef3e5c56fd	0.9729550565511259
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.32.mlp.up_proj	0.0	2.681389776881815e-09	0.0	0ceeb000b82f97f45c67a8b801a7b7a1345c1b39c63f11c59add834d97180a32	1.0088884823669109
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.32.self_attn.k_proj	0.0	2.0933125233213445e-09	0.0	3780b1e5f4d97d84d75e8e3c2ed45113ea92bf74a3363e15badabc73f25b744c	0.9894571652680829
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.32.self_attn.o_proj	1.1102230246251565e-16	9.091448927023293e-09	0.0	db096da187e50c0bd6f5ecf50d99dbd79f06c719a904a57d82c2f15a27c11d24	0.9922876761179366
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.32.self_attn.q_proj	3.3306690738754696e-16	2.407865462572545e-09	0.0	f8c0553b4f165d160bb1e4d5c2eb2ec87de03b98b3f3888cc5e08c118240eb76	0.9997962880175031
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.32.self_attn.v_proj	2.220446049250313e-16	7.76631892129842e-09	0.0	afcaf10a89976381da8d13da99cefcc0754b6f3344d025facc4f96378957d920	1.0162423539510295
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.33.mlp.down_proj	2.220446049250313e-16	1.4942280301966093e-08	0.0	9707322fbd94f804566c02567253a00f87ce90592ff3b4d8c02da699eb95b1d0	1.0202876187724017
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.33.mlp.gate_proj	1.1102230246251565e-16	1.3283596445035073e-11	0.0	d7c3490b89c954056148915abe3286f64b1b444dfe4c8de8855e74003d67095e	0.9910515253968384
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.33.mlp.up_proj	0.0	3.606553278245883e-09	0.0	f2dbc4e5e8f6d20925363d765f25f1701ea6f54f567cc77811e5f7655b539368	1.0166660710651916
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.33.self_attn.k_proj	0.0	1.1009424372154797e-08	0.0	4a1ed0f06c46d6e4472e50ca89dec9e52faf600d8b75c5856aeebf6e4b968f38	0.9916241083365074
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.33.self_attn.o_proj	0.0	1.7821730757816567e-09	0.0	5729fc4a95ff4863712ceec1e6cb75ec941eb0fa5862c7b723257f0aa09e2a6e	0.9792594816889202
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.33.self_attn.q_proj	2.220446049250313e-16	3.815675553298092e-09	0.0	cafcd96723ac153ddf71eba6fc188b572ea8f69bd027457cae2c7b88fb9c34c3	0.9905407207965031
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.33.self_attn.v_proj	0.0	3.316785956997137e-09	0.0	9079f1c6167cc240bc9a35943cbbfaf8669877d2e5b2bd0152d306443460bafb	1.014692886355861
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.34.mlp.down_proj	2.220446049250313e-16	2.8866233847679723e-09	0.0	c813519e1aec3645ac6d185c74033f5c33510b210eedd692a9b9ddf80660aad8	1.0201401123276437
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.34.mlp.gate_proj	3.3306690738754696e-16	7.664464618528655e-10	0.0	cab992900406a84533283fccf7767eb0dcf2095286c45f58144d92c186450f70	1.0201373950263148
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.34.mlp.up_proj	4.440892098500626e-16	5.716877859995861e-09	0.0	e1284704d76f669a5094c624ef662de1ef78c0f67c05e8ddf9c9b44e4552f959	1.0214501073168234
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.34.self_attn.k_proj	0.0	6.721068146475773e-12	0.0	db6578aea505fa4dc7213b883d3be4a4a0bce95c02dad940d1a9bd1ace48d1d2	0.9902591444303188
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.34.self_attn.o_proj	2.220446049250313e-16	3.704602180576444e-10	0.0	b294e1a2469d25daeea098ef33b247ec6ca6aa7b7ebad9b4069c4a0299a29400	1.0041479090445196
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.34.self_attn.q_proj	2.220446049250313e-16	3.0683117158147866e-09	0.0	ee1eafac369cb1819a1d934cb2ab1fbe16fe513f8f3be30f85aedcd2df148775	1.0154038201686753
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.34.self_attn.v_proj	3.3306690738754696e-16	1.1152777590339724e-09	0.0	0d41652b2c19254a1c812271fa6438661dc4c585c9576b1269287654ff42f429	1.017628878182537
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.35.mlp.down_proj	0.0	1.433223983937637e-09	0.0	2e6bedf3c09ebb65fa06f5dae7f262fc321524be89f961faa3d2c4df6f811fc3	1.0060191696136165
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.35.mlp.gate_proj	2.220446049250313e-16	1.0954472884350253e-09	0.0	e8fbd37faf3aeb86975e4c88a87bfaea8693e406b5fb1e85e6a0b937408ddd79	1.017216451356554
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.35.mlp.up_proj	4.440892098500626e-16	2.349931360612345e-10	0.0	c128bc9966f33589d76fb9933ebb4c14834f3033b89faf531da2b759dbd57c61	1.0258599343576864
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.35.self_attn.k_proj	2.220446049250313e-16	3.1058311478204814e-09	0.0	d2229cf5b8fb7f87c6f16edfc1768cd9c6d0d4894c8d4db2e117967c1a579956	0.9852546993648474
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.35.self_attn.o_proj	3.3306690738754696e-16	2.1647617032272137e-10	0.0	fbe6ec8d12479b710d41e21b0431628d8913afad380edde267a3e6dbf1c925f6	1.021832263819873
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.35.self_attn.q_proj	0.0	1.7953695197192587e-09	0.0	df6e2086aea96d36cc1cff0259f5204635d146203d0c705412ffa657760c3c1b	1.0197032616152144
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.35.self_attn.v_proj	3.3306690738754696e-16	3.015938609962632e-10	0.0	188abfa06fe7058071e3650a35c7a2ff414b65231f219e319aabe05acaa20a6a	1.0121749239596716
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.4.mlp.down_proj	0.0	1.0851985976501055e-10	0.0	7bcf03bab211ac45abdfb80a2110c378fa92ee89999b495370bb3b9d14423aa5	1.006596736046913
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.4.mlp.gate_proj	0.0	2.231985263279057e-09	0.0	28365e980b948a3908c02be30ffca8652c50c31cdfdd35fa36b66c57c48327a9	1.002204775734651
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.4.mlp.up_proj	2.220446049250313e-16	4.683701204655222e-10	0.0	232022db790b3aba3860377543d8ef1a237e2b0910ec9c88ed83a2fefac44e44	1.0061640516486903
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.4.self_attn.k_proj	1.1102230246251565e-16	7.828119263919575e-09	0.0	7ae63d933d39f14ba0c2360aad8e623b6b38f1dc91e2cb57874618470952d6dd	0.9937936035498426
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.4.self_attn.o_proj	1.1102230246251565e-16	8.887835578619274e-09	0.0	3ac9b21e2872c354c83a7433d790a1ff2a7b23aeee614b878213fbebc27193d7	0.9880213191738932
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.4.self_attn.q_proj	3.3306690738754696e-16	1.7809796970524872e-09	0.0	e0a25bbe7f3b778c878c4105084334af1ea7830cab1a42a22feddc3ea637ecc5	0.9977803140185507
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.4.self_attn.v_proj	2.220446049250313e-16	1.1128094001833233e-09	0.0	2fcc5bfce326e7144db8ef770c19fd63465a41b75797a0827825ba5dfd249bf8	1.0056997862625192
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.5.mlp.down_proj	2.220446049250313e-16	9.339438111766185e-10	0.0	ab0846452b60166e0f9a6d2cc96db219130b67ef35ed75f7b848be79dad4643c	1.0010454505741013
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.5.mlp.gate_proj	2.220446049250313e-16	1.865952392599013e-09	0.0	a8521da0356fed29d41385e4b929612d4729445e46ccceea0ff4ec49015c16a8	0.9890306187226825
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.5.mlp.up_proj	2.220446049250313e-16	3.0653635185728945e-10	0.0	eefc30f28537c3a1b227c6359d06f0e3017a7b92cb91188f9b2fdf960e281290	0.9759702301741895
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.5.self_attn.k_proj	2.220446049250313e-16	9.263194433728472e-09	0.0	fa0a48cd8b414cf8dc04bf0307ca48d7b762f53b57bc36c2ab029833396d6693	0.9950720172059733
Qwen3-8B	magicoder	44	flat_e	base_model.model.model.layers.5.self_attn.o_proj	3.3306690738754696e-16	2.1298935948266262e-09	0.0	4ca75fa725a8aa6f125598a591fbae01fb858ee38ae606fc9c2b4974e8dc3633	0.9971655051096486
