group	comparison	outcome	n_checkpoints	mean_difference	ci_low	ci_high	uncertainty
source/magicoder	hns_f4_s1 minus scalar_e	forgetting_gap	6	0.05244527344836273	0.0011000280180901711	0.11405956796468981	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	hns_f4_s1 minus flat_e	target	6	-0.609756097560974	-1.5243902439024357	0.5081300813008127	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	hns_f4_s1 minus flat_e	off_score	6	0.11357419275271734	-0.04149702620154727	0.2770054564182587	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	hns_f4_s1 minus flat_e	forgetting_gap	6	0.03710285970148974	-0.07353430444451325	0.18484288354898248	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	hns_f4_s1 minus scalar_f	target	6	0.5081300813008198	-2.136686991869914	3.3536585365853733	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	hns_f4_s1 minus scalar_f	off_score	6	1.3861681220032445	1.1309615143313003	1.6691843330178777	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	hns_f4_s1 minus scalar_f	forgetting_gap	6	-0.4231846922070876	-0.8913758394850468	-0.11793446213461166	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	scalar_e minus flat_e	target	6	2.0325203252032495	0.8104674796747953	3.455284552845523	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	scalar_e minus flat_e	off_score	6	0.3219037825217465	0.1090333500762597	0.553632976447	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	scalar_e minus flat_e	forgetting_gap	6	-0.015342413746872988	-0.11803290460741855	0.09761712619972751	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	scalar_e minus scalar_f	target	6	3.1504065040650437	0.6097560975609753	5.691056910569112	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	scalar_e minus scalar_f	off_score	6	1.5944977117722736	1.207512761509399	1.9712904481769753	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	scalar_e minus scalar_f	forgetting_gap	6	-0.4756299656554503	-0.9249953553024264	-0.14310784089778267	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	flat_e minus scalar_f	target	6	1.117886178861794	-1.8292682926829233	4.166666666666674	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	flat_e minus scalar_f	off_score	6	1.272593929250527	0.9936501422593338	1.5439997966029086	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/magicoder	flat_e minus scalar_f	forgetting_gap	6	-0.46028755190857723	-0.857883264939795	-0.13478224243955594	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus scalar_e	target	6	0.9476876421531463	0.2400808693454645	1.6426585797321185	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus scalar_e	off_score	6	1.1162837716873522	0.1077521198134382	2.100003341881328	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus scalar_e	forgetting_gap	6	-0.5348965126933883	-0.8058992227204892	-0.2513825599096183	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus flat_e	target	6	-0.11372251705837755	-0.3285317159464303	0.12635835228708933	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus flat_e	off_score	6	0.3998595035261303	0.10958166332291579	0.6654420533057438	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus flat_e	forgetting_gap	6	-0.19325830763188753	-0.36618890269373905	-0.041076196344218455	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus scalar_f	target	6	2.211271165024004	1.7058377558756537	2.741976244629768	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus scalar_f	off_score	6	2.570720148487389	1.572139304249833	3.5693445938483723	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	hns_f4_s1 minus scalar_f	forgetting_gap	6	-1.9006878303078383	-2.7875347596958218	-0.9029777014282748	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	scalar_e minus flat_e	target	6	-1.0614101592115237	-1.9080111195350067	-0.17690169320191274	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	scalar_e minus flat_e	off_score	6	-0.7164242681612217	-1.6512640044598637	0.29061475119805164	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	scalar_e minus flat_e	forgetting_gap	6	0.3416382050615006	0.11203243769593575	0.6430195283723658	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	scalar_e minus scalar_f	target	6	1.2635835228708576	0.47984584281020415	1.8448319433914548	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	scalar_e minus scalar_f	off_score	6	1.454436376800037	0.6596574934601828	2.0880838848860175	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	scalar_e minus scalar_f	forgetting_gap	6	-1.36579131761445	-2.125711687587266	-0.5444807488448989	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	flat_e minus scalar_f	target	6	2.3249936820823813	1.7311094263330749	2.918877937831688	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	flat_e minus scalar_f	off_score	6	2.170860644961259	0.9431229091298073	3.41586263599328	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/metamath	flat_e minus scalar_f	forgetting_gap	6	-1.7074295226759508	-2.5529575402678435	-0.7566012782776647	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus scalar_e	target	6	-0.1540357362908201	-1.293900184842883	0.8934072704867476	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus scalar_e	off_score	6	0.05772473304356396	-0.6135675238055569	0.6938645159345204	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus scalar_e	forgetting_gap	6	-0.0593168183395297	-0.1779504550185891	0.0	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus flat_e	target	6	0.1540357362908177	-0.5545286506469509	0.9550215650030746	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus flat_e	off_score	6	0.1627089582394395	0.01958418353343679	0.3047081959580685	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus flat_e	forgetting_gap	6	0.001313050871652242	0.0	0.003939152614956726	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus scalar_f	target	6	1.6019716574245209	0.9550215650030816	2.2181146025877965	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus scalar_f	off_score	6	-0.2561914497298143	-0.6117882881266034	0.11012890966230432	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	hns_f4_s1 minus scalar_f	forgetting_gap	6	0.0229927551228894	0.0	0.0689782653686682	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	scalar_e minus flat_e	target	6	0.3080714725816378	-1.0166358595194112	1.6943930991990162	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	scalar_e minus flat_e	off_score	6	0.10498422519587554	-0.5967160455236543	0.7369199086967365	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	scalar_e minus flat_e	forgetting_gap	6	0.06062986921118194	0.0	0.1818896076335458	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	scalar_e minus scalar_f	target	6	1.7560073937153409	0.46210720887245554	2.9882932840418994	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	scalar_e minus scalar_f	off_score	6	-0.31391618277337824	-0.8884573843777256	0.26062501883096917	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
