base	task	seed	method	epsilon	module	input_dim	output_dim	source_rank	retained_rank	zero_rank	scaling_before	scaling_after	parameters_before	parameters_after	parameter_ratio	energy_before	energy_after	saved_factor_relative_error	sigma_before	sigma_retained
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.20.self_attn.v_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.011252859238021887	0.007770609204414802	0.0	[0.034377578645944595,0.027583226561546326,0.013519885949790478,0.011914110742509365,0.011277739889919758,0.008072027005255222,0.007638556882739067,0.007370728999376297,0.006963933818042278,0.00623900955542922,0.006004728842526674,0.0052458373829722404,0.005006352439522743,0.004903346300125122,0.004648848902434111,0.004369618371129036]	[0.034377578645944595,0.027583226561546326]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.21.mlp.down_proj	14336	4096	16	3	False	2.0	2.0	294912	55296	0.1875	0.05480343841271243	0.0463100401043382	0.0	[0.0992664098739624,0.03219417855143547,0.026214972138404846,0.017563777044415474,0.016689905896782875,0.01458707731217146,0.014127395115792751,0.013232674449682236,0.012690574862062931,0.01227087713778019,0.011724875308573246,0.010663889348506927,0.010304689407348633,0.010187040083110332,0.009932024404406548,0.008798675611615181]	[0.0992664098739624,0.03219417855143547,0.026214972138404846]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.21.mlp.gate_proj	4096	14336	16	16	False	2.0	2.0	294912	294912	1.0	0.48548978599555115	0.48548978599555115	0.0	[0.32653146982192993,0.04935915023088455,0.04360152781009674,0.04142780229449272,0.03302392363548279,0.031873155385255814,0.030222637578845024,0.029749784618616104,0.02848486788570881,0.02809026651084423,0.02577732503414154,0.02405337244272232,0.023365631699562073,0.02291872352361679,0.02151295728981495,0.020335067063570023]	[0.32653146982192993,0.04935915023088455,0.04360152781009674,0.04142780229449272,0.03302392363548279,0.031873155385255814,0.030222637578845024,0.029749784618616104,0.02848486788570881,0.02809026651084423,0.02577732503414154,0.02405337244272232,0.023365631699562073,0.02291872352361679,0.02151295728981495,0.020335067063570023]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.21.mlp.up_proj	4096	14336	16	15	False	2.0	2.0	294912	276480	0.9375	0.2608076615774372	0.25925764499577264	0.0	[0.2185586392879486,0.06104002520442009,0.04732406884431839,0.042388517409563065,0.03943387418985367,0.03452836722135544,0.03140731900930405,0.02998148463666439,0.029026133939623833,0.027725163847208023,0.026757704094052315,0.02588474005460739,0.024894407019019127,0.023059112951159477,0.022429808974266052,0.01968512497842312]	[0.2185586392879486,0.06104002520442009,0.04732406884431839,0.042388517409563065,0.03943387418985367,0.03452836722135544,0.03140731900930405,0.02998148463666439,0.029026133939623833,0.027725163847208023,0.026757704094052315,0.02588474005460739,0.024894407019019127,0.023059112951159477,0.022429808974266052]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.21.self_attn.k_proj	4096	1024	16	1	False	2.0	2.0	81920	5120	0.0625	0.011472857907790695	0.006073222458626626	0.0	[0.03896544128656387,0.01489366963505745,0.013433333486318588,0.012036106549203396,0.011017131619155407,0.010483330115675926,0.00953369028866291,0.008576439693570137,0.008412189781665802,0.00827445276081562,0.007435392122715712,0.007331297732889652,0.007164022885262966,0.0063810646533966064,0.006094678770750761,0.005439704284071922]	[0.03896544128656387]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.21.self_attn.o_proj	4096	4096	16	6	False	2.0	2.0	131072	49152	0.375	0.04172246425640211	0.03260386725296782	8.933590621250587e-09	[0.06471995264291763,0.03810059279203415,0.02814650535583496,0.027289867401123047,0.023495696485042572,0.02053360641002655,0.018818490207195282,0.01805531047284603,0.016423024237155914,0.01571657322347164,0.01555302832275629,0.014155947603285313,0.013503960333764553,0.01284720003604889,0.012390646152198315,0.011813970282673836]	[0.06471995264291763,0.03810059279203415,0.02814650535583496,0.027289867401123047,0.023495696485042572,0.02053360641002655]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.21.self_attn.q_proj	4096	4096	16	7	False	2.0	2.0	131072	57344	0.4375	0.04340702855912859	0.03431285092182866	0.0	[0.0670822486281395,0.033560506999492645,0.029007406905293465,0.025588199496269226,0.02343696914613247,0.02162960357964039,0.020941827446222305,0.019457466900348663,0.01807909645140171,0.017555279657244682,0.017194459214806557,0.015785204246640205,0.015147865749895573,0.014138768427073956,0.01286264043301344,0.010967114008963108]	[0.0670822486281395,0.033560506999492645,0.029007406905293465,0.025588199496269226,0.02343696914613247,0.02162960357964039,0.020941827446222305]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.21.self_attn.v_proj	4096	1024	16	2	False	2.0	2.0	81920	10240	0.125	0.011395714279737665	0.00773138072728724	0.0	[0.03393791988492012,0.027947500348091125,0.01368169765919447,0.010157275013625622,0.009362258017063141,0.00926073919981718,0.00886716041713953,0.008332543075084686,0.0077127497643232346,0.0071315946988761425,0.0069539775140583515,0.006189095787703991,0.005958928726613522,0.0051157353445887566,0.004841661546379328,0.004703530576080084]	[0.03393791988492012,0.027947500348091125]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.22.mlp.down_proj	14336	4096	16	2	False	2.0	2.0	294912	36864	0.125	0.054393227125016576	0.04429240169254861	0.0	[0.09736651182174683,0.039910685271024704,0.018619142472743988,0.01805291324853897,0.016200758516788483,0.015048163011670113,0.01336084958165884,0.013304829597473145,0.012700123712420464,0.012278606183826923,0.011752722784876823,0.011112759821116924,0.010889102704823017,0.01071308832615614,0.010136651806533337,0.009920275770127773]	[0.09736651182174683,0.039910685271024704]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.22.mlp.gate_proj	4096	14336	16	16	False	2.0	2.0	294912	294912	1.0	0.5150347545865958	0.5150347545865958	0.0	[0.3372342586517334,0.05352996662259102,0.042728327214717865,0.03603297472000122,0.03444145247340202,0.032335128635168076,0.03111753612756729,0.029821233823895454,0.02873082272708416,0.02752041257917881,0.025265807285904884,0.02496188133955002,0.024867625907063484,0.02416332997381687,0.02202494442462921,0.020522337406873703]	[0.3372342586517334,0.05352996662259102,0.042728327214717865,0.03603297472000122,0.03444145247340202,0.032335128635168076,0.03111753612756729,0.029821233823895454,0.02873082272708416,0.02752041257917881,0.025265807285904884,0.02496188133955002,0.024867625907063484,0.02416332997381687,0.02202494442462921,0.020522337406873703]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.22.mlp.up_proj	4096	14336	16	16	False	2.0	2.0	294912	294912	1.0	0.2515946600010918	0.2515946600010918	0.0	[0.20968112349510193,0.06709351390600204,0.04940488561987877,0.04238679260015488,0.0402643159031868,0.03752865642309189,0.031374379992485046,0.031309835612773895,0.03051765076816082,0.028067398816347122,0.026557371020317078,0.02486003190279007,0.024686848744750023,0.02334878221154213,0.022636478766798973,0.02213049679994583]	[0.20968112349510193,0.06709351390600204,0.04940488561987877,0.04238679260015488,0.0402643159031868,0.03752865642309189,0.031374379992485046,0.031309835612773895,0.03051765076816082,0.028067398816347122,0.026557371020317078,0.02486003190279007,0.024686848744750023,0.02334878221154213,0.022636478766798973,0.02213049679994583]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.22.self_attn.k_proj	4096	1024	16	1	False	2.0	2.0	81920	5120	0.0625	0.00934925188564559	0.0019752984724057954	0.0	[0.022222165018320084,0.017927905544638634,0.016321511939167976,0.014121925458312035,0.012008369900286198,0.011979782953858376,0.010680139064788818,0.01029235403984785,0.009866805747151375,0.009134259074926376,0.008719286881387234,0.008365346118807793,0.00808772724121809,0.007441652473062277,0.007172090467065573,0.007037188857793808]	[0.022222165018320084]
Llama-3.1-8B-Instruct	magicoder	43	para_e95	0.95	base_model.model.model.layers.22.self_attn.o_proj	4096	4096	16	7	False	2.0	2.0	131072	57344	0.4375	0.04662787656635376	0.036180511189367034	0.0	[0.06263972818851471,0.03923218324780464,0.03235141560435295,0.028388870880007744,0.026214199140667915,0.023393308743834496,0.022254321724176407,0.019995857030153275,0.01909230463206768,0.018498912453651428,0.017704550176858902,0.017415033653378487,0.01655246503651142,0.015125543810427189,0.01434299722313881,0.013418604619801044]	[0.06263972818851471,0.03923218324780464,0.03235141560435295,0.028388870880007744,0.026214199140667915,0.023393308743834496,0.022254321724176407]
